Hand,Hand Type,k,Raw EV (Win %),Opponent Pool Size,Opponent Hands,Entropy (bits),Info Gain vs k=0 (bits),Certainty %,Ambiguity %
Ad Qd Jh Tc W,Straight,1,85.82,15,3003,1.781,0.003,85.9,0.0
Ad Qd Jh Tc W,Straight,2,87.11,14,2002,1.776,0.007,87.5,0.0
Ad Qd Jh Tc W,Straight,3,87.61,13,1287,1.770,0.013,81.1,0.0
Ad Qd Jh Tc W,Straight,4,87.14,12,792,1.758,0.025,78.7,0.0
Ad Qd Jh Td Tc,Pair,0,0.82,16,4368,2.200,0.000,100.0,0.0
Ad Qd Jh Td Tc,Pair,1,29.62,15,3003,2.185,0.016,48.8,15.0
Ad Qd Jh Td Tc,Pair,2,37.63,14,2002,2.166,0.035,45.3,19.0
Ad Qd Jh Td Tc,Pair,3,42.72,13,1287,2.142,0.059,44.4,17.6
Ad Qd Jh Td Tc,Pair,4,46.35,12,792,2.111,0.090,46.2,13.3
Ad Qd Jh Td Tc,Pair,5,49.10,11,462,2.069,0.131,50.7,7.8
Ad Qd Jh Td W,Straight,0,89.84,16,4368,1.785,0.000,100.0,0.0
Ad Qd Jh Td W,Straight,1,86.13,15,3003,1.782,0.002,85.9,0.0
Ad Qd Jh Td W,Straight,2,87.10,14,2002,1.778,0.007,87.5,0.0
Ad Qd Jh Td W,Straight,3,87.58,13,1287,1.771,0.013,81.1,0.0
Ad Qd Jh Td W,Straight,4,87.16,12,792,1.760,0.025,78.7,0.0
Ad Qd Jh Th Tc,Pair,0,0.82,16,4368,2.199,0.000,100.0,0.0
Ad Qd Jh Th Tc,Pair,1,29.62,15,3003,2.183,0.016,48.8,15.0
Ad Qd Jh Th Tc,Pair,2,37.60,14,2002,2.164,0.035,45.2,19.0
Ad Qd Jh Th Tc,Pair,3,42.74,13,1287,2.140,0.059,44.4,17.6
Ad Qd Jh Th Tc,Pair,4,46.35,12,792,2.109,0.090,46.2,13.3
Ad Qd Jh Th Tc,Pair,5,49.10,11,462,2.067,0.132,50.7,7.8
Ad Qd Jh Th Td,Pair,0,0.82,16,4368,2.206,0.000,100.0,0.0
Ad Qd Jh Th Td,Pair,1,29.62,15,3003,2.190,0.016,48.8,15.0
Ad Qd Jh Th Td,Pair,2,37.63,14,2002,2.171,0.035,45.3,19.0
Ad Qd Jh Th Td,Pair,3,42.73,13,1287,2.147,0.059,44.4,17.6
Ad Qd Jh Th Td,Pair,4,46.34,12,792,2.116,0.090,46.2,13.3
Ad Qd Jh Th Td,Pair,5,49.11,11,462,2.074,0.132,50.8,7.8
Ad Qd Jh Th W,Straight,0,89.84,16,4368,1.785,0.000,100.0,0.0
Ad Qd Jh Th W,Straight,1,85.82,15,3003,1.782,0.002,85.9,0.0
Ad Qd Jh Th W,Straight,2,87.15,14,2002,1.778,0.007,87.5,0.0
Ad Qd Jh Th W,Straight,3,87.58,13,1287,1.771,0.013,81.1,0.0
Ad Qd Jh Th W,Straight,4,87.16,12,792,1.760,0.025,78.7,0.0
Ad Qd Jh Ts Tc,Pair,0,0.82,16,4368,2.193,0.000,100.0,0.0
Ad Qd Jh Ts Tc,Pair,1,29.62,15,3003,2.177,0.016,48.8,15.0
Ad Qd Jh Ts Tc,Pair,2,37.60,14,2002,2.158,0.035,45.2,19.0
Ad Qd Jh Ts Tc,Pair,3,42.73,13,1287,2.134,0.058,44.4,17.6
Ad Qd Jh Ts Tc,Pair,4,46.37,12,792,2.104,0.089,46.2,13.3
Ad Qd Jh Ts Tc,Pair,5,49.09,11,462,2.062,0.130,50.7,7.8
Ad Qd Jh Ts Td,Pair,0,0.82,16,4368,2.200,0.000,100.0,0.0
Ad Qd Jh Ts Td,Pair,1,29.62,15,3003,2.185,0.016,48.8,15.0
Ad Qd Jh Ts Td,Pair,2,37.63,14,2002,2.166,0.035,45.3,19.0
Ad Qd Jh Ts Td,Pair,3,42.72,13,1287,2.142,0.059,44.4,17.6
Ad Qd Jh Ts Td,Pair,4,46.35,12,792,2.111,0.090,46.2,13.3
Ad Qd Jh Ts Td,Pair,5,49.10,11,462,2.069,0.131,50.7,7.8
Ad Qd Jh Ts Th,Pair,0,0.82,16,4368,2.199,0.000,100.0,0.0
Ad Qd Jh Ts Th,Pair,1,29.62,15,3003,2.183,0.016,48.8,15.0
Ad Qd Jh Ts Th,Pair,2,37.60,14,2002,2.164,0.035,45.2,19.0
Ad Qd Jh Ts Th,Pair,3,42.74,13,1287,2.140,0.059,44.4,17.6
Ad Qd Jh Ts Th,Pair,4,46.35,12,792,2.109,0.090,46.2,13.3
Ad Qd Jh Ts Th,Pair,5,49.10,11,462,2.067,0.132,50.7,7.8
Ad Qd Jh Ts W,Straight,0,89.84,16,4368,1.783,0.000,100.0,0.0
Ad Qd Jh Ts W,Straight,1,85.82,15,3003,1.781,0.003,85.9,0.0
Ad Qd Jh Ts W,Straight,2,87.11,14,2002,1.776,0.007,87.5,0.0
Ad Qd Jh Ts W,Straight,3,87.61,13,1287,1.770,0.013,81.1,0.0
Ad Qd Jh Ts W,Straight,4,87.14,12,792,1.758,0.025,78.7,0.0
Ad Qd Js Jc Tc,Pair,0,7.83,16,4368,2.199,0.000,100.0,0.0
Ad Qd Js Jc Tc,Pair,1,32.25,15,3003,2.183,0.016,52.5,15.0
Ad Qd Js Jc Tc,Pair,2,38.86,14,2002,2.164,0.035,46.2,19.0
Ad Qd Js Jc Tc,Pair,3,43.43,13,1287,2.140,0.059,45.1,18.0
Ad Qd Js Jc Tc,Pair,4,46.73,12,792,2.109,0.090,47.8,13.3
Ad Qd Js Jc Tc,Pair,5,49.10,11,462,2.067,0.132,50.7,7.8
Ad Qd Js Jc Td,Pair,0,7.83,16,4368,2.200,0.000,100.0,0.0
Ad Qd Js Jc Td,Pair,1,32.25,15,3003,2.185,0.016,52.5,15.0
Ad Qd Js Jc Td,Pair,2,38.89,14,2002,2.166,0.035,46.2,19.0
Ad Qd Js Jc Td,Pair,3,43.42,13,1287,2.142,0.059,45.1,18.0
Ad Qd Js Jc Td,Pair,4,46.73,12,792,2.111,0.090,47.8,13.3
Ad Qd Js Jc Td,Pair,5,49.10,11,462,2.069,0.131,50.7,7.8
Ad Qd Js Jc Th,Pair,0,7.83,16,4368,2.193,0.000,100.0,0.0
Ad Qd Js Jc Th,Pair,1,32.25,15,3003,2.177,0.016,52.5,15.0
Ad Qd Js Jc Th,Pair,2,38.86,14,2002,2.158,0.035,46.2,19.0
Ad Qd Js Jc Th,Pair,3,43.43,13,1287,2.134,0.058,45.1,18.0
Ad Qd Js Jc Th,Pair,4,46.74,12,792,2.104,0.089,47.9,13.3
Ad Qd Js Jc Th,Pair,5,49.09,11,462,2.062,0.130,50.7,7.8
Ad Qd Js Jc Ts,Pair,0,7.83,16,4368,2.199,0.000,100.0,0.0
Ad Qd Js Jc Ts,Pair,1,32.25,15,3003,2.183,0.016,52.5,15.0
Ad Qd Js Jc Ts,Pair,2,38.86,14,2002,2.164,0.035,46.2,19.0
Ad Qd Js Jc Ts,Pair,3,43.43,13,1287,2.140,0.059,45.1,18.0
Ad Qd Js Jc Ts,Pair,4,46.73,12,792,2.109,0.090,47.8,13.3
Ad Qd Js Jc Ts,Pair,5,49.10,11,462,2.067,0.132,50.7,7.8
Ad Qd Js Jc W,Three of a Kind,0,82.05,16,4368,1.849,0.000,100.0,0.0
Ad Qd Js Jc W,Three of a Kind,1,87.31,15,3003,1.845,0.004,100.0,0.0
Ad Qd Js Jc W,Three of a Kind,2,87.62,14,2002,1.839,0.010,91.4,0.0
Ad Qd Js Jc W,Three of a Kind,3,87.53,13,1287,1.829,0.021,82.1,0.0
Ad Qd Js Jc W,Three of a Kind,4,87.60,12,792,1.813,0.036,84.3,0.0
Ad Qd Js Jd Jc,Three of a Kind,0,61.70,16,4368,2.258,0.000,0.0,0.0
Ad Qd Js Jd Jc,Three of a Kind,1,45.05,15,3003,2.241,0.017,46.2,21.2
Ad Qd Js Jd Jc,Three of a Kind,2,42.28,14,2002,2.220,0.038,49.7,20.3
Ad Qd Js Jd Jc,Three of a Kind,3,42.13,13,1287,2.193,0.065,48.1,12.1
Ad Qd Js Jd Jc,Three of a Kind,4,44.95,12,792,2.160,0.098,50.8,8.4
Ad Qd Js Jd Jc,Three of a Kind,5,49.61,11,462,2.115,0.142,57.7,7.0
Ad Qd Js Jd Tc,Pair,0,7.83,16,4368,2.200,0.000,100.0,0.0
Ad Qd Js Jd Tc,Pair,1,32.25,15,3003,2.185,0.016,52.5,15.0
Ad Qd Js Jd Tc,Pair,2,38.90,14,2002,2.166,0.035,46.3,19.0
Ad Qd Js Jd Tc,Pair,3,43.42,13,1287,2.142,0.059,45.1,18.0
Ad Qd Js Jd Tc,Pair,4,46.73,12,792,2.111,0.090,47.8,13.3
Ad Qd Js Jd Tc,Pair,5,49.10,11,462,2.069,0.131,50.7,7.8
Ad Qd Js Jd Td,Pair,0,7.83,16,4368,2.207,0.000,100.0,0.0
Ad Qd Js Jd Td,Pair,1,32.63,15,3003,2.191,0.016,53.8,15.0
Ad Qd Js Jd Td,Pair,2,38.89,14,2002,2.172,0.035,46.2,19.0
Ad Qd Js Jd Td,Pair,3,43.41,13,1287,2.148,0.059,45.1,18.0
Ad Qd Js Jd Td,Pair,4,46.72,12,792,2.117,0.090,47.8,13.3
Ad Qd Js Jd Td,Pair,5,49.11,11,462,2.076,0.131,50.8,7.8
Ad Qd Js Jd Th,Pair,0,7.83,16,4368,2.200,0.000,100.0,0.0
Ad Qd Js Jd Th,Pair,1,32.25,15,3003,2.185,0.016,52.5,15.0
Ad Qd Js Jd Th,Pair,2,38.90,14,2002,2.166,0.035,46.3,19.0
Ad Qd Js Jd Th,Pair,3,43.42,13,1287,2.142,0.059,45.1,18.0
Ad Qd Js Jd Th,Pair,4,46.73,12,792,2.111,0.090,47.8,13.3
Ad Qd Js Jd Th,Pair,5,49.10,11,462,2.069,0.131,50.7,7.8
Ad Qd Js Jd Ts,Pair,0,7.83,16,4368,2.206,0.000,100.0,0.0
Ad Qd Js Jd Ts,Pair,1,32.25,15,3003,2.190,0.016,52.5,15.0
Ad Qd Js Jd Ts,Pair,2,38.89,14,2002,2.171,0.035,46.3,19.0
Ad Qd Js Jd Ts,Pair,3,43.43,13,1287,2.147,0.059,45.1,18.0
Ad Qd Js Jd Ts,Pair,4,46.71,12,792,2.116,0.090,47.8,13.3
Ad Qd Js Jd Ts,Pair,5,49.11,11,462,2.074,0.132,50.8,7.8
Ad Qd Js Jd W,Three of a Kind,0,82.05,16,4368,1.851,0.000,100.0,0.0
Ad Qd Js Jd W,Three of a Kind,1,87.62,15,3003,1.847,0.004,100.0,0.0
Ad Qd Js Jd W,Three of a Kind,2,87.62,14,2002,1.841,0.010,91.4,0.0
Ad Qd Js Jd W,Three of a Kind,3,87.51,13,1287,1.830,0.021,82.1,0.0
Ad Qd Js Jd W,Three of a Kind,4,87.62,12,792,1.815,0.036,84.3,0.0
Ad Qd Js Jh Jc,Three of a Kind,0,61.70,16,4368,2.251,0.000,0.0,0.0
Ad Qd Js Jh Jc,Three of a Kind,1,45.06,15,3003,2.233,0.017,46.2,21.2
Ad Qd Js Jh Jc,Three of a Kind,2,42.25,14,2002,2.212,0.038,49.7,20.3
Ad Qd Js Jh Jc,Three of a Kind,3,42.13,13,1287,2.186,0.064,48.1,12.1
Ad Qd Js Jh Jc,Three of a Kind,4,44.96,12,792,2.153,0.098,50.8,8.4
Ad Qd Js Jh Jc,Three of a Kind,5,49.61,11,462,2.109,0.142,57.7,7.0
Ad Qd Js Jh Jd,Three of a Kind,0,61.70,16,4368,2.258,0.000,0.0,0.0
Ad Qd Js Jh Jd,Three of a Kind,1,45.05,15,3003,2.241,0.017,46.2,21.2
Ad Qd Js Jh Jd,Three of a Kind,2,42.28,14,2002,2.220,0.038,49.7,20.3
Ad Qd Js Jh Jd,Three of a Kind,3,42.13,13,1287,2.193,0.065,48.1,12.1
Ad Qd Js Jh Jd,Three of a Kind,4,44.95,12,792,2.160,0.098,50.8,8.4
Ad Qd Js Jh Jd,Three of a Kind,5,49.61,11,462,2.115,0.142,57.7,7.0
Ad Qd Js Jh Tc,Pair,0,7.83,16,4368,2.193,0.000,100.0,0.0
Ad Qd Js Jh Tc,Pair,1,32.25,15,3003,2.177,0.016,52.5,15.0
Ad Qd Js Jh Tc,Pair,2,38.86,14,2002,2.158,0.035,46.2,19.0
Ad Qd Js Jh Tc,Pair,3,43.43,13,1287,2.134,0.058,45.1,18.0
Ad Qd Js Jh Tc,Pair,4,46.74,12,792,2.104,0.089,47.9,13.3
Ad Qd Js Jh Tc,Pair,5,49.09,11,462,2.062,0.130,50.7,7.8
Ad Qd Js Jh Td,Pair,0,7.83,16,4368,2.200,0.000,100.0,0.0
Ad Qd Js Jh Td,Pair,1,32.25,15,3003,2.185,0.016,52.5,15.0
Ad Qd Js Jh Td,Pair,2,38.89,14,2002,2.166,0.035,46.2,19.0
Ad Qd Js Jh Td,Pair,3,43.42,13,1287,2.142,0.059,45.1,18.0
Ad Qd Js Jh Td,Pair,4,46.73,12,792,2.111,0.090,47.8,13.3
Ad Qd Js Jh Td,Pair,5,49.10,11,462,2.069,0.131,50.7,7.8
Ad Qd Js Jh Th,Pair,0,7.83,16,4368,2.199,0.000,100.0,0.0
Ad Qd Js Jh Th,Pair,1,32.25,15,3003,2.183,0.016,52.5,15.0
Ad Qd Js Jh Th,Pair,2,38.86,14,2002,2.164,0.035,46.2,19.0
Ad Qd Js Jh Th,Pair,3,43.43,13,1287,2.140,0.059,45.1,18.0
Ad Qd Js Jh Th,Pair,4,46.73,12,792,2.109,0.090,47.8,13.3
Ad Qd Js Jh Th,Pair,5,49.10,11,462,2.067,0.132,50.7,7.8
Ad Qd Js Jh Ts,Pair,0,7.83,16,4368,2.199,0.000,100.0,0.0
Ad Qd Js Jh Ts,Pair,1,32.25,15,3003,2.183,0.016,52.5,15.0
Ad Qd Js Jh Ts,Pair,2,38.86,14,2002,2.164,0.035,46.2,19.0
Ad Qd Js Jh Ts,Pair,3,43.43,13,1287,2.140,0.059,45.1,18.0
Ad Qd Js Jh Ts,Pair,4,46.73,12,792,2.109,0.090,47.8,13.3
Ad Qd Js Jh Ts,Pair,5,49.10,11,462,2.067,0.132,50.7,7.8
Ad Qd Js Jh W,Three of a Kind,0,82.05,16,4368,1.849,0.000,100.0,0.0
Ad Qd Js Jh W,Three of a Kind,1,87.31,15,3003,1.845,0.004,100.0,0.0
Ad Qd Js Jh W,Three of a Kind,2,87.62,14,2002,1.839,0.010,91.4,0.0
Ad Qd Js Jh W,Three of a Kind,3,87.53,13,1287,1.829,0.021,82.1,0.0
Ad Qd Js Jh W,Three of a Kind,4,87.60,12,792,1.813,0.036,84.3,0.0
Ad Qd Js Tc W,Straight,0,89.84,16,4368,1.783,0.000,100.0,0.0
Ad Qd Js Tc W,Straight,1,85.82,15,3003,1.781,0.003,85.9,0.0
Ad Qd Js Tc W,Straight,2,87.11,14,2002,1.776,0.007,87.5,0.0
Ad Qd Js Tc W,Straight,3,87.61,13,1287,1.770,0.013,81.1,0.0
Ad Qd Js Tc W,Straight,4,87.14,12,792,1.758,0.025,78.7,0.0
Ad Qd Js Td Tc,Pair,0,0.82,16,4368,2.200,0.000,100.0,0.0
Ad Qd Js Td Tc,Pair,1,29.62,15,3003,2.185,0.016,48.8,15.0
Ad Qd Js Td Tc,Pair,2,37.63,14,2002,2.166,0.035,45.3,19.0
Ad Qd Js Td Tc,Pair,3,42.72,13,1287,2.142,0.059,44.4,17.6
Ad Qd Js Td Tc,Pair,4,46.35,12,792,2.111,0.090,46.2,13.3
Ad Qd Js Td Tc,Pair,5,49.10,11,462,2.069,0.131,50.7,7.8
Ad Qd Js Td W,Straight,0,89.84,16,4368,1.785,0.000,100.0,0.0
Ad Qd Js Td W,Straight,1,86.13,15,3003,1.782,0.002,85.9,0.0
Ad Qd Js Td W,Straight,2,87.10,14,2002,1.778,0.007,87.5,0.0
Ad Qd Js Td W,Straight,3,87.58,13,1287,1.771,0.013,81.1,0.0
Ad Qd Js Td W,Straight,4,87.16,12,792,1.760,0.025,78.7,0.0
Ad Qd Js Th Tc,Pair,0,0.82,16,4368,2.193,0.000,100.0,0.0
Ad Qd Js Th Tc,Pair,1,29.62,15,3003,2.177,0.016,48.8,15.0
Ad Qd Js Th Tc,Pair,2,37.60,14,2002,2.158,0.035,45.2,19.0
Ad Qd Js Th Tc,Pair,3,42.73,13,1287,2.134,0.058,44.4,17.6
Ad Qd Js Th Tc,Pair,4,46.37,12,792,2.104,0.089,46.2,13.3
Ad Qd Js Th Tc,Pair,5,49.09,11,462,2.062,0.130,50.7,7.8
Ad Qd Js Th Td,Pair,0,0.82,16,4368,2.200,0.000,100.0,0.0
Ad Qd Js Th Td,Pair,1,29.62,15,3003,2.185,0.016,48.8,15.0
Ad Qd Js Th Td,Pair,2,37.63,14,2002,2.166,0.035,45.3,19.0
Ad Qd Js Th Td,Pair,3,42.72,13,1287,2.142,0.059,44.4,17.6
Ad Qd Js Th Td,Pair,4,46.35,12,792,2.111,0.090,46.2,13.3
Ad Qd Js Th Td,Pair,5,49.10,11,462,2.069,0.131,50.7,7.8
Ad Qd Js Th W,Straight,0,89.84,16,4368,1.783,0.000,100.0,0.0
Ad Qd Js Th W,Straight,1,85.82,15,3003,1.781,0.003,85.9,0.0
Ad Qd Js Th W,Straight,2,87.11,14,2002,1.776,0.007,87.5,0.0
Ad Qd Js Th W,Straight,3,87.61,13,1287,1.770,0.013,81.1,0.0
Ad Qd Js Th W,Straight,4,87.14,12,792,1.758,0.025,78.7,0.0
Ad Qd Js Ts Tc,Pair,0,0.82,16,4368,2.199,0.000,100.0,0.0
Ad Qd Js Ts Tc,Pair,1,29.62,15,3003,2.183,0.016,48.8,15.0
Ad Qd Js Ts Tc,Pair,2,37.60,14,2002,2.164,0.035,45.2,19.0
Ad Qd Js Ts Tc,Pair,3,42.74,13,1287,2.140,0.059,44.4,17.6
Ad Qd Js Ts Tc,Pair,4,46.35,12,792,2.109,0.090,46.2,13.3
Ad Qd Js Ts Tc,Pair,5,49.10,11,462,2.067,0.132,50.7,7.8
Ad Qd Js Ts Td,Pair,0,0.82,16,4368,2.206,0.000,100.0,0.0
Ad Qd Js Ts Td,Pair,1,29.62,15,3003,2.190,0.016,48.8,15.0
Ad Qd Js Ts Td,Pair,2,37.63,14,2002,2.171,0.035,45.3,19.0
Ad Qd Js Ts Td,Pair,3,42.73,13,1287,2.147,0.059,44.4,17.6
Ad Qd Js Ts Td,Pair,4,46.34,12,792,2.116,0.090,46.2,13.3
Ad Qd Js Ts Td,Pair,5,49.11,11,462,2.074,0.132,50.8,7.8
Ad Qd Js Ts Th,Pair,0,0.82,16,4368,2.199,0.000,100.0,0.0
Ad Qd Js Ts Th,Pair,1,29.62,15,3003,2.183,0.016,48.8,15.0
Ad Qd Js Ts Th,Pair,2,37.60,14,2002,2.164,0.035,45.2,19.0
Ad Qd Js Ts Th,Pair,3,42.74,13,1287,2.140,0.059,44.4,17.6
Ad Qd Js Ts Th,Pair,4,46.35,12,792,2.109,0.090,46.2,13.3
Ad Qd Js Ts Th,Pair,5,49.10,11,462,2.067,0.132,50.7,7.8
Ad Qd Js Ts W,Straight,0,89.84,16,4368,1.785,0.000,100.0,0.0
Ad Qd Js Ts W,Straight,1,85.82,15,3003,1.782,0.002,85.9,0.0
Ad Qd Js Ts W,Straight,2,87.15,14,2002,1.778,0.007,87.5,0.0
Ad Qd Js Ts W,Straight,3,87.58,13,1287,1.771,0.013,81.1,0.0
Ad Qd Js Ts W,Straight,4,87.16,12,792,1.760,0.025,78.7,0.0
Ad Qd Qc Jc Tc,Pair,0,14.84,16,4368,2.206,0.000,100.0,0.0
Ad Qd Qc Jc Tc,Pair,1,34.88,15,3003,2.190,0.016,52.5,7.5
Ad Qd Qc Jc Tc,Pair,2,40.16,14,2002,2.171,0.035,45.8,15.5
Ad Qd Qc Jc Tc,Pair,3,44.13,13,1287,2.147,0.059,45.3,17.2
Ad Qd Qc Jc Tc,Pair,4,47.09,12,792,2.116,0.090,48.4,13.8
Ad Qd Qc Jc Tc,Pair,5,49.11,11,462,2.074,0.132,50.8,8.1
Ad Qd Qc Jc Td,Pair,0,14.84,16,4368,2.206,0.000,100.0,0.0
Ad Qd Qc Jc Td,Pair,1,34.88,15,3003,2.190,0.016,52.5,7.5
Ad Qd Qc Jc Td,Pair,2,40.16,14,2002,2.171,0.035,45.8,15.5
Ad Qd Qc Jc Td,Pair,3,44.13,13,1287,2.147,0.059,45.3,17.2
Ad Qd Qc Jc Td,Pair,4,47.09,12,792,2.116,0.090,48.4,13.8
Ad Qd Qc Jc Td,Pair,5,49.11,11,462,2.074,0.132,50.8,8.1
Ad Qd Qc Jc Th,Pair,0,14.84,16,4368,2.199,0.000,100.0,0.0
Ad Qd Qc Jc Th,Pair,1,34.88,15,3003,2.183,0.016,52.5,7.5
Ad Qd Qc Jc Th,Pair,2,40.13,14,2002,2.164,0.035,45.8,15.5
Ad Qd Qc Jc Th,Pair,3,44.14,13,1287,2.140,0.059,45.3,17.2
Ad Qd Qc Jc Th,Pair,4,47.11,12,792,2.109,0.090,48.4,13.8
Ad Qd Qc Jc Th,Pair,5,49.10,11,462,2.067,0.131,50.7,8.1
Ad Qd Qc Jc Ts,Pair,0,14.84,16,4368,2.199,0.000,100.0,0.0
Ad Qd Qc Jc Ts,Pair,1,34.88,15,3003,2.183,0.016,52.5,7.5
Ad Qd Qc Jc Ts,Pair,2,40.13,14,2002,2.164,0.035,45.8,15.5
Ad Qd Qc Jc Ts,Pair,3,44.14,13,1287,2.140,0.059,45.3,17.2
Ad Qd Qc Jc Ts,Pair,4,47.11,12,792,2.109,0.090,48.4,13.8
Ad Qd Qc Jc Ts,Pair,5,49.10,11,462,2.067,0.131,50.7,8.1
Ad Qd Qc Jc W,Three of a Kind,0,83.47,16,4368,1.851,0.000,100.0,0.0
Ad Qd Qc Jc W,Three of a Kind,1,87.93,15,3003,1.847,0.004,100.0,0.0
Ad Qd Qc Jc W,Three of a Kind,2,88.02,14,2002,1.841,0.010,95.8,0.0
Ad Qd Qc Jc W,Three of a Kind,3,87.73,13,1287,1.830,0.021,84.2,0.0
Ad Qd Qc Jc W,Three of a Kind,4,87.69,12,792,1.815,0.036,85.0,0.0
Ad Qd Qc Jd Jc,Two Pair,0,35.99,16,4368,2.246,0.000,0.0,0.0
Ad Qd Qc Jd Jc,Two Pair,1,36.59,15,3003,2.230,0.016,51.2,15.0
Ad Qd Qc Jd Jc,Two Pair,2,42.06,14,2002,2.210,0.036,45.6,18.0
Ad Qd Qc Jd Jc,Two Pair,3,43.93,13,1287,2.184,0.062,45.6,13.8
Ad Qd Qc Jd Jc,Two Pair,4,46.00,12,792,2.151,0.095,49.8,10.1
Ad Qd Qc Jd Jc,Two Pair,5,49.28,11,462,2.106,0.140,52.1,6.2
Ad Qd Qc Jd Tc,Pair,0,14.84,16,4368,2.206,0.000,100.0,0.0
Ad Qd Qc Jd Tc,Pair,1,34.88,15,3003,2.190,0.016,52.5,7.5
Ad Qd Qc Jd Tc,Pair,2,40.16,14,2002,2.171,0.035,45.8,15.5
Ad Qd Qc Jd Tc,Pair,3,44.13,13,1287,2.147,0.059,45.3,17.2
Ad Qd Qc Jd Tc,Pair,4,47.09,12,792,2.116,0.090,48.4,13.8
Ad Qd Qc Jd Tc,Pair,5,49.11,11,462,2.074,0.132,50.8,8.1
Ad Qd Qc Jd Td,Pair,0,14.84,16,4368,2.207,0.000,100.0,0.0
Ad Qd Qc Jd Td,Pair,1,35.26,15,3003,2.191,0.016,53.8,7.5
Ad Qd Qc Jd Td,Pair,2,40.16,14,2002,2.172,0.035,45.8,15.5
Ad Qd Qc Jd Td,Pair,3,44.11,13,1287,2.148,0.059,45.3,17.2
Ad Qd Qc Jd Td,Pair,4,47.10,12,792,2.117,0.090,48.4,13.8
Ad Qd Qc Jd Td,Pair,5,49.11,11,462,2.076,0.131,50.8,8.1
Ad Qd Qc Jd Th,Pair,0,14.84,16,4368,2.200,0.000,100.0,0.0
Ad Qd Qc Jd Th,Pair,1,34.88,15,3003,2.185,0.016,52.5,7.5
Ad Qd Qc Jd Th,Pair,2,40.16,14,2002,2.166,0.035,45.8,15.5
Ad Qd Qc Jd Th,Pair,3,44.12,13,1287,2.142,0.059,45.3,17.2
Ad Qd Qc Jd Th,Pair,4,47.11,12,792,2.111,0.090,48.4,13.8
Ad Qd Qc Jd Th,Pair,5,49.10,11,462,2.069,0.131,50.7,8.1
Ad Qd Qc Jd Ts,Pair,0,14.84,16,4368,2.200,0.000,100.0,0.0
Ad Qd Qc Jd Ts,Pair,1,34.88,15,3003,2.185,0.016,52.5,7.5
Ad Qd Qc Jd Ts,Pair,2,40.16,14,2002,2.166,0.035,45.8,15.5
Ad Qd Qc Jd Ts,Pair,3,44.12,13,1287,2.142,0.059,45.3,17.2
Ad Qd Qc Jd Ts,Pair,4,47.11,12,792,2.111,0.090,48.4,13.8
Ad Qd Qc Jd Ts,Pair,5,49.10,11,462,2.069,0.131,50.7,8.1
Ad Qd Qc Jd W,Three of a Kind,0,83.47,16,4368,1.851,0.000,100.0,0.0
Ad Qd Qc Jd W,Three of a Kind,1,88.25,15,3003,1.847,0.004,100.0,0.0
Ad Qd Qc Jd W,Three of a Kind,2,87.98,14,2002,1.841,0.010,95.8,0.0
Ad Qd Qc Jd W,Three of a Kind,3,87.73,13,1287,1.830,0.021,84.2,0.0
Ad Qd Qc Jd W,Three of a Kind,4,87.70,12,792,1.815,0.036,85.0,0.0
Ad Qd Qc Jh Jc,Two Pair,0,35.99,16,4368,2.239,0.000,0.0,0.0
Ad Qd Qc Jh Jc,Two Pair,1,36.59,15,3003,2.223,0.016,51.2,15.0
Ad Qd Qc Jh Jc,Two Pair,2,42.02,14,2002,2.203,0.036,45.5,18.0
Ad Qd Qc Jh Jc,Two Pair,3,43.94,13,1287,2.177,0.062,45.6,13.8
Ad Qd Qc Jh Jc,Two Pair,4,46.01,12,792,2.144,0.095,49.8,10.1
Ad Qd Qc Jh Jc,Two Pair,5,49.27,11,462,2.100,0.139,52.0,6.2
Ad Qd Qc Jh Jd,Two Pair,0,35.99,16,4368,2.241,0.000,0.0,0.0
Ad Qd Qc Jh Jd,Two Pair,1,36.59,15,3003,2.224,0.016,51.2,15.0
Ad Qd Qc Jh Jd,Two Pair,2,42.06,14,2002,2.204,0.036,45.6,18.0
Ad Qd Qc Jh Jd,Two Pair,3,43.92,13,1287,2.179,0.062,45.6,13.8
Ad Qd Qc Jh Jd,Two Pair,4,46.01,12,792,2.146,0.095,49.8,10.1
Ad Qd Qc Jh Jd,Two Pair,5,49.27,11,462,2.101,0.139,52.0,6.2
Ad Qd Qc Jh Tc,Pair,0,14.84,16,4368,2.199,0.000,100.0,0.0
Ad Qd Qc Jh Tc,Pair,1,34.88,15,3003,2.183,0.016,52.5,7.5
Ad Qd Qc Jh Tc,Pair,2,40.13,14,2002,2.164,0.035,45.8,15.5
Ad Qd Qc Jh Tc,Pair,3,44.14,13,1287,2.140,0.059,45.3,17.2
Ad Qd Qc Jh Tc,Pair,4,47.11,12,792,2.109,0.090,48.4,13.8
Ad Qd Qc Jh Tc,Pair,5,49.10,11,462,2.067,0.131,50.7,8.1
Ad Qd Qc Jh Td,Pair,0,14.84,16,4368,2.200,0.000,100.0,0.0
Ad Qd Qc Jh Td,Pair,1,34.88,15,3003,2.185,0.016,52.5,7.5
Ad Qd Qc Jh Td,Pair,2,40.16,14,2002,2.166,0.035,45.8,15.5
Ad Qd Qc Jh Td,Pair,3,44.12,13,1287,2.142,0.059,45.3,17.2
Ad Qd Qc Jh Td,Pair,4,47.11,12,792,2.111,0.090,48.4,13.8
