Hand,Hand Type,Optimal k,Optimal Win %,Alternative k,Alternative Win %,Deception Cost (Δ%)
Kh Qd Th Td Tc,Three of a Kind,2,66.73,5,49.61,17.12
Kh Qd Th Td W,Three of a Kind,3,87.66,0,77.20,10.46
Kh Qd Th Td W,Three of a Kind,3,87.66,1,85.36,2.30
Kh Qd Th Td W,Three of a Kind,3,87.66,2,86.96,0.70
Kh Qd Th Td W,Three of a Kind,3,87.66,4,86.95,0.71
Kh Qd Ts Tc W,Three of a Kind,3,87.72,0,77.20,10.52
Kh Qd Ts Tc W,Three of a Kind,3,87.72,1,85.36,2.36
Kh Qd Ts Tc W,Three of a Kind,3,87.72,2,86.96,0.76
Kh Qd Ts Tc W,Three of a Kind,3,87.72,4,86.92,0.80
Kh Qd Ts Td Tc,Three of a Kind,2,66.75,0,51.85,14.90
Kh Qd Ts Td Tc,Three of a Kind,2,66.75,1,63.91,2.84
Kh Qd Ts Td Tc,Three of a Kind,2,66.75,3,43.23,23.52
Kh Qd Ts Td Tc,Three of a Kind,2,66.75,4,48.93,17.82
Kh Qd Ts Td Tc,Three of a Kind,2,66.75,5,49.61,17.14
Kh Qd Ts Td W,Three of a Kind,3,87.71,0,77.20,10.51
Kh Qd Ts Td W,Three of a Kind,3,87.71,1,85.36,2.35
Kh Qd Ts Td W,Three of a Kind,3,87.71,2,86.96,0.75
Kh Qd Ts Td W,Three of a Kind,3,87.71,4,86.94,0.77
Kh Qd Ts Th Tc,Three of a Kind,2,66.75,0,51.85,14.90
Kh Qd Ts Th Tc,Three of a Kind,2,66.75,1,63.91,2.84
Kh Qd Ts Th Tc,Three of a Kind,2,66.75,3,43.23,23.52
Kh Qd Ts Th Tc,Three of a Kind,2,66.75,4,48.91,17.84
Kh Qd Ts Th Tc,Three of a Kind,2,66.75,5,49.61,17.14
Kh Qd Ts Th Td,Three of a Kind,2,66.73,0,51.85,14.88
Kh Qd Ts Th Td,Three of a Kind,2,66.73,1,63.89,2.84
Kh Qd Ts Th Td,Three of a Kind,2,66.73,3,43.22,23.51
Kh Qd Ts Th Td,Three of a Kind,2,66.73,4,48.91,17.82
Kh Qd Ts Th Td,Three of a Kind,2,66.73,5,49.61,17.12
Kh Qd Ts Th W,Three of a Kind,3,87.66,0,77.20,10.46
Kh Qd Ts Th W,Three of a Kind,3,87.66,1,85.36,2.30
Kh Qd Ts Th W,Three of a Kind,3,87.66,2,86.96,0.70
Kh Qd Ts Th W,Three of a Kind,3,87.66,4,86.94,0.72
Kh Qh Jc Tc W,Straight,0,89.84,1,85.47,4.37
Kh Qh Jc Tc W,Straight,0,89.84,2,87.30,2.54
Kh Qh Jc Tc W,Straight,0,89.84,3,87.57,2.27
Kh Qh Jc Tc W,Straight,0,89.84,4,86.74,3.10
Kh Qh Jc Td Tc,Pair,4,49.20,0,0.00,49.20
Kh Qh Jc Td Tc,Pair,4,49.20,1,31.72,17.48
Kh Qh Jc Td Tc,Pair,4,49.20,2,40.58,8.62
Kh Qh Jc Td Tc,Pair,4,49.20,3,45.38,3.82
Kh Qh Jc Td Tc,Pair,4,49.20,5,49.10,0.10
Kh Qh Jc Td W,Straight,0,89.84,1,85.47,4.37
Kh Qh Jc Td W,Straight,0,89.84,2,87.31,2.53
Kh Qh Jc Td W,Straight,0,89.84,3,87.57,2.27
Kh Qh Jc Td W,Straight,0,89.84,4,86.72,3.12
Kh Qh Jc Th Tc,Pair,4,49.19,0,0.00,49.19
Kh Qh Jc Th Tc,Pair,4,49.19,1,31.72,17.47
Kh Qh Jc Th Tc,Pair,4,49.19,2,40.57,8.62
Kh Qh Jc Th Tc,Pair,4,49.19,3,45.37,3.82
Kh Qh Jc Th Tc,Pair,4,49.19,5,49.11,0.08
Kh Qh Jc Th Td,Pair,4,49.20,0,0.00,49.20
Kh Qh Jc Th Td,Pair,4,49.20,1,31.72,17.48
Kh Qh Jc Th Td,Pair,4,49.20,2,40.58,8.62
Kh Qh Jc Th Td,Pair,4,49.20,3,45.38,3.82
Kh Qh Jc Th Td,Pair,4,49.20,5,49.10,0.10
Kh Qh Jc Th W,Straight,0,89.84,1,86.40,3.44
Kh Qh Jc Th W,Straight,0,89.84,2,87.13,2.71
Kh Qh Jc Th W,Straight,0,89.84,3,87.55,2.29
Kh Qh Jc Th W,Straight,0,89.84,4,86.74,3.10
Kh Qh Jc Ts Tc,Pair,4,49.20,0,0.00,49.20
Kh Qh Jc Ts Tc,Pair,4,49.20,1,31.72,17.48
Kh Qh Jc Ts Tc,Pair,4,49.20,2,40.58,8.62
Kh Qh Jc Ts Tc,Pair,4,49.20,3,45.38,3.82
Kh Qh Jc Ts Tc,Pair,4,49.20,5,49.10,0.10
Kh Qh Jc Ts Td,Pair,4,49.21,0,0.00,49.21
Kh Qh Jc Ts Td,Pair,4,49.21,1,31.72,17.49
Kh Qh Jc Ts Td,Pair,4,49.21,2,40.59,8.62
Kh Qh Jc Ts Td,Pair,4,49.21,3,45.39,3.82
Kh Qh Jc Ts Td,Pair,4,49.21,5,49.09,0.12
Kh Qh Jc Ts Th,Pair,4,49.20,0,0.00,49.20
Kh Qh Jc Ts Th,Pair,4,49.20,1,31.72,17.48
Kh Qh Jc Ts Th,Pair,4,49.20,2,40.58,8.62
Kh Qh Jc Ts Th,Pair,4,49.20,3,45.38,3.82
Kh Qh Jc Ts Th,Pair,4,49.20,5,49.10,0.10
Kh Qh Jc Ts W,Straight,0,89.84,1,85.47,4.37
Kh Qh Jc Ts W,Straight,0,89.84,2,87.31,2.53
Kh Qh Jc Ts W,Straight,0,89.84,3,87.57,2.27
Kh Qh Jc Ts W,Straight,0,89.84,4,86.72,3.12
Kh Qh Jd Jc Tc,Pair,4,49.19,0,7.01,42.18
Kh Qh Jd Jc Tc,Pair,4,49.19,1,31.95,17.24
Kh Qh Jd Jc Tc,Pair,4,49.19,2,43.57,5.62
Kh Qh Jd Jc Tc,Pair,4,49.19,3,48.53,0.66
Kh Qh Jd Jc Tc,Pair,4,49.19,5,49.10,0.09
Kh Qh Jd Jc Td,Pair,4,49.19,0,7.01,42.18
Kh Qh Jd Jc Td,Pair,4,49.19,1,31.95,17.24
Kh Qh Jd Jc Td,Pair,4,49.19,2,43.57,5.62
Kh Qh Jd Jc Td,Pair,4,49.19,3,48.53,0.66
Kh Qh Jd Jc Td,Pair,4,49.19,5,49.10,0.09
Kh Qh Jd Jc Th,Pair,4,49.18,0,7.01,42.17
Kh Qh Jd Jc Th,Pair,4,49.18,1,31.95,17.23
Kh Qh Jd Jc Th,Pair,4,49.18,2,43.57,5.61
Kh Qh Jd Jc Th,Pair,4,49.18,3,48.52,0.66
Kh Qh Jd Jc Th,Pair,4,49.18,5,49.10,0.08
Kh Qh Jd Jc Ts,Pair,4,49.19,0,7.01,42.18
Kh Qh Jd Jc Ts,Pair,4,49.19,1,31.95,17.24
Kh Qh Jd Jc Ts,Pair,4,49.19,2,43.58,5.61
Kh Qh Jd Jc Ts,Pair,4,49.19,3,48.54,0.65
Kh Qh Jd Jc Ts,Pair,4,49.19,5,49.09,0.10
Kh Qh Jd Jc W,Three of a Kind,2,89.00,0,82.05,6.95
Kh Qh Jd Jc W,Three of a Kind,2,89.00,1,87.34,1.66
Kh Qh Jd Jc W,Three of a Kind,2,89.00,3,87.78,1.22
Kh Qh Jd Jc W,Three of a Kind,2,89.00,4,87.20,1.80
Kh Qh Jd Tc W,Straight,0,89.84,1,85.47,4.37
Kh Qh Jd Tc W,Straight,0,89.84,2,87.31,2.53
Kh Qh Jd Tc W,Straight,0,89.84,3,87.57,2.27
Kh Qh Jd Tc W,Straight,0,89.84,4,86.72,3.12
Kh Qh Jd Td Tc,Pair,4,49.20,0,0.00,49.20
Kh Qh Jd Td Tc,Pair,4,49.20,1,31.72,17.48
Kh Qh Jd Td Tc,Pair,4,49.20,2,40.58,8.62
Kh Qh Jd Td Tc,Pair,4,49.20,3,45.38,3.82
Kh Qh Jd Td Tc,Pair,4,49.20,5,49.10,0.10
Kh Qh Jd Td W,Straight,0,89.84,1,85.47,4.37
Kh Qh Jd Td W,Straight,0,89.84,2,87.30,2.54
Kh Qh Jd Td W,Straight,0,89.84,3,87.57,2.27
Kh Qh Jd Td W,Straight,0,89.84,4,86.74,3.10
Kh Qh Jd Th Tc,Pair,4,49.20,0,0.00,49.20
Kh Qh Jd Th Tc,Pair,4,49.20,1,31.72,17.48
Kh Qh Jd Th Tc,Pair,4,49.20,2,40.58,8.62
Kh Qh Jd Th Tc,Pair,4,49.20,3,45.38,3.82
Kh Qh Jd Th Tc,Pair,4,49.20,5,49.10,0.10
Kh Qh Jd Th Td,Pair,4,49.19,0,0.00,49.19
Kh Qh Jd Th Td,Pair,4,49.19,1,31.72,17.47
Kh Qh Jd Th Td,Pair,4,49.19,2,40.57,8.62
Kh Qh Jd Th Td,Pair,4,49.19,3,45.37,3.82
Kh Qh Jd Th Td,Pair,4,49.19,5,49.11,0.08
Kh Qh Jd Th W,Straight,0,89.84,1,86.40,3.44
Kh Qh Jd Th W,Straight,0,89.84,2,87.13,2.71
Kh Qh Jd Th W,Straight,0,89.84,3,87.55,2.29
Kh Qh Jd Th W,Straight,0,89.84,4,86.74,3.10
Kh Qh Jd Ts Tc,Pair,4,49.21,0,0.00,49.21
Kh Qh Jd Ts Tc,Pair,4,49.21,1,31.72,17.49
Kh Qh Jd Ts Tc,Pair,4,49.21,2,40.59,8.62
Kh Qh Jd Ts Tc,Pair,4,49.21,3,45.39,3.82
Kh Qh Jd Ts Tc,Pair,4,49.21,5,49.09,0.12
Kh Qh Jd Ts Td,Pair,4,49.20,0,0.00,49.20
Kh Qh Jd Ts Td,Pair,4,49.20,1,31.72,17.48
Kh Qh Jd Ts Td,Pair,4,49.20,2,40.58,8.62
Kh Qh Jd Ts Td,Pair,4,49.20,3,45.38,3.82
Kh Qh Jd Ts Td,Pair,4,49.20,5,49.10,0.10
Kh Qh Jd Ts Th,Pair,4,49.20,0,0.00,49.20
Kh Qh Jd Ts Th,Pair,4,49.20,1,31.72,17.48
Kh Qh Jd Ts Th,Pair,4,49.20,2,40.58,8.62
Kh Qh Jd Ts Th,Pair,4,49.20,3,45.38,3.82
Kh Qh Jd Ts Th,Pair,4,49.20,5,49.10,0.10
Kh Qh Jd Ts W,Straight,0,89.84,1,85.47,4.37
Kh Qh Jd Ts W,Straight,0,89.84,2,87.31,2.53
Kh Qh Jd Ts W,Straight,0,89.84,3,87.57,2.27
Kh Qh Jd Ts W,Straight,0,89.84,4,86.72,3.12
Kh Qh Jh Jc Tc,Pair,4,49.17,0,7.01,42.16
Kh Qh Jh Jc Tc,Pair,4,49.17,1,31.95,17.22
Kh Qh Jh Jc Tc,Pair,4,49.17,2,43.56,5.61
Kh Qh Jh Jc Tc,Pair,4,49.17,3,48.52,0.65
Kh Qh Jh Jc Tc,Pair,4,49.17,5,49.11,0.06
Kh Qh Jh Jc Td,Pair,4,49.18,0,7.01,42.17
Kh Qh Jh Jc Td,Pair,4,49.18,1,31.95,17.23
Kh Qh Jh Jc Td,Pair,4,49.18,2,43.57,5.61
Kh Qh Jh Jc Td,Pair,4,49.18,3,48.53,0.65
Kh Qh Jh Jc Td,Pair,4,49.18,5,49.10,0.08
Kh Qh Jh Jc Th,Pair,4,49.17,0,7.01,42.16
Kh Qh Jh Jc Th,Pair,4,49.17,1,33.82,15.35
Kh Qh Jh Jc Th,Pair,4,49.17,2,43.56,5.61
Kh Qh Jh Jc Th,Pair,4,49.17,3,48.52,0.65
Kh Qh Jh Jc Th,Pair,4,49.17,5,49.11,0.06
Kh Qh Jh Jc Ts,Pair,4,49.18,0,7.01,42.17
Kh Qh Jh Jc Ts,Pair,4,49.18,1,31.95,17.23
Kh Qh Jh Jc Ts,Pair,4,49.18,2,43.57,5.61
Kh Qh Jh Jc Ts,Pair,4,49.18,3,48.53,0.65
Kh Qh Jh Jc Ts,Pair,4,49.18,5,49.10,0.08
Kh Qh Jh Jc W,Three of a Kind,2,88.99,0,82.05,6.94
Kh Qh Jh Jc W,Three of a Kind,2,88.99,1,87.35,1.64
Kh Qh Jh Jc W,Three of a Kind,2,88.99,3,87.76,1.23
Kh Qh Jh Jc W,Three of a Kind,2,88.99,4,87.22,1.77
Kh Qh Jh Jd Jc,Three of a Kind,2,73.43,0,61.70,11.73
Kh Qh Jh Jd Jc,Three of a Kind,2,73.43,1,70.87,2.56
Kh Qh Jh Jd Jc,Three of a Kind,2,73.43,3,43.24,30.19
Kh Qh Jh Jd Jc,Three of a Kind,2,73.43,4,48.90,24.53
Kh Qh Jh Jd Jc,Three of a Kind,2,73.43,5,49.61,23.82
Kh Qh Jh Jd Tc,Pair,4,49.18,0,7.01,42.17
Kh Qh Jh Jd Tc,Pair,4,49.18,1,31.95,17.23
Kh Qh Jh Jd Tc,Pair,4,49.18,2,43.57,5.61
Kh Qh Jh Jd Tc,Pair,4,49.18,3,48.53,0.65
Kh Qh Jh Jd Tc,Pair,4,49.18,5,49.10,0.08
Kh Qh Jh Jd Td,Pair,4,49.17,0,7.01,42.16
Kh Qh Jh Jd Td,Pair,4,49.17,1,31.95,17.22
Kh Qh Jh Jd Td,Pair,4,49.17,2,43.56,5.61
Kh Qh Jh Jd Td,Pair,4,49.17,3,48.52,0.65
Kh Qh Jh Jd Td,Pair,4,49.17,5,49.11,0.06
Kh Qh Jh Jd Th,Pair,4,49.17,0,7.01,42.16
Kh Qh Jh Jd Th,Pair,4,49.17,1,33.82,15.35
Kh Qh Jh Jd Th,Pair,4,49.17,2,43.56,5.61
Kh Qh Jh Jd Th,Pair,4,49.17,3,48.52,0.65
Kh Qh Jh Jd Th,Pair,4,49.17,5,49.11,0.06
Kh Qh Jh Jd Ts,Pair,4,49.18,0,7.01,42.17
Kh Qh Jh Jd Ts,Pair,4,49.18,1,31.95,17.23
Kh Qh Jh Jd Ts,Pair,4,49.18,2,43.57,5.61
Kh Qh Jh Jd Ts,Pair,4,49.18,3,48.53,0.65
Kh Qh Jh Jd Ts,Pair,4,49.18,5,49.10,0.08
Kh Qh Jh Jd W,Three of a Kind,2,88.99,0,82.05,6.94
Kh Qh Jh Jd W,Three of a Kind,2,88.99,1,87.35,1.64
Kh Qh Jh Jd W,Three of a Kind,2,88.99,3,87.76,1.23
Kh Qh Jh Jd W,Three of a Kind,2,88.99,4,87.22,1.77
Kh Qh Jh Tc W,Straight,0,89.84,1,86.73,3.11
Kh Qh Jh Tc W,Straight,0,89.84,2,87.13,2.71
Kh Qh Jh Tc W,Straight,0,89.84,3,87.55,2.29
Kh Qh Jh Tc W,Straight,0,89.84,4,86.74,3.10
Kh Qh Jh Td Tc,Pair,4,49.20,0,0.00,49.20
Kh Qh Jh Td Tc,Pair,4,49.20,1,31.72,17.48
Kh Qh Jh Td Tc,Pair,4,49.20,2,40.58,8.62
Kh Qh Jh Td Tc,Pair,4,49.20,3,45.38,3.82
Kh Qh Jh Td Tc,Pair,4,49.20,5,49.10,0.10
Kh Qh Jh Td W,Straight,0,89.84,1,86.73,3.11
Kh Qh Jh Td W,Straight,0,89.84,2,87.13,2.71
Kh Qh Jh Td W,Straight,0,89.84,3,87.55,2.29
Kh Qh Jh Td W,Straight,0,89.84,4,86.74,3.10
Kh Qh Jh Th Tc,Pair,4,49.19,0,0.00,49.19
Kh Qh Jh Th Tc,Pair,4,49.19,1,33.60,15.59
Kh Qh Jh Th Tc,Pair,4,49.19,2,40.57,8.62
Kh Qh Jh Th Tc,Pair,4,49.19,3,45.37,3.82
Kh Qh Jh Th Tc,Pair,4,49.19,5,49.11,0.08
Kh Qh Jh Th Td,Pair,4,49.19,0,0.00,49.19
Kh Qh Jh Th Td,Pair,4,49.19,1,33.60,15.59
Kh Qh Jh Th Td,Pair,4,49.19,2,40.57,8.62
Kh Qh Jh Th Td,Pair,4,49.19,3,45.37,3.82
Kh Qh Jh Th Td,Pair,4,49.19,5,49.11,0.08
Kh Qh Jh Th W,Royal Flush,0,99.93,1,86.10,13.83
Kh Qh Jh Th W,Royal Flush,0,99.93,2,87.05,12.88
Kh Qh Jh Th W,Royal Flush,0,99.93,3,87.55,12.38
Kh Qh Jh Th W,Royal Flush,0,99.93,4,86.76,13.17
Kh Qh Jh Ts Tc,Pair,4,49.20,0,0.00,49.20
Kh Qh Jh Ts Tc,Pair,4,49.20,1,31.72,17.48
Kh Qh Jh Ts Tc,Pair,4,49.20,2,40.58,8.62
Kh Qh Jh Ts Tc,Pair,4,49.20,3,45.38,3.82
Kh Qh Jh Ts Tc,Pair,4,49.20,5,49.10,0.10
Kh Qh Jh Ts Td,Pair,4,49.20,0,0.00,49.20
Kh Qh Jh Ts Td,Pair,4,49.20,1,31.72,17.48
Kh Qh Jh Ts Td,Pair,4,49.20,2,40.58,8.62
Kh Qh Jh Ts Td,Pair,4,49.20,3,45.38,3.82
Kh Qh Jh Ts Td,Pair,4,49.20,5,49.10,0.10
Kh Qh Jh Ts Th,Pair,4,49.19,0,0.00,49.19
Kh Qh Jh Ts Th,Pair,4,49.19,1,33.60,15.59
Kh Qh Jh Ts Th,Pair,4,49.19,2,40.57,8.62
Kh Qh Jh Ts Th,Pair,4,49.19,3,45.37,3.82
Kh Qh Jh Ts Th,Pair,4,49.19,5,49.11,0.08
Kh Qh Jh Ts W,Straight,0,89.84,1,86.73,3.11
Kh Qh Jh Ts W,Straight,0,89.84,2,87.13,2.71
Kh Qh Jh Ts W,Straight,0,89.84,3,87.55,2.29
Kh Qh Jh Ts W,Straight,0,89.84,4,86.74,3.10
Kh Qh Js Jc Tc,Pair,4,49.19,0,7.01,42.18
Kh Qh Js Jc Tc,Pair,4,49.19,1,31.95,17.24
Kh Qh Js Jc Tc,Pair,4,49.19,2,43.57,5.62
Kh Qh Js Jc Tc,Pair,4,49.19,3,48.53,0.66
Kh Qh Js Jc Tc,Pair,4,49.19,5,49.10,0.09
Kh Qh Js Jc Td,Pair,4,49.19,0,7.01,42.18
Kh Qh Js Jc Td,Pair,4,49.19,1,31.95,17.24
Kh Qh Js Jc Td,Pair,4,49.19,2,43.58,5.61
Kh Qh Js Jc Td,Pair,4,49.19,3,48.54,0.65
Kh Qh Js Jc Td,Pair,4,49.19,5,49.09,0.10
Kh Qh Js Jc Th,Pair,4,49.18,0,7.01,42.17
Kh Qh Js Jc Th,Pair,4,49.18,1,31.95,17.23
Kh Qh Js Jc Th,Pair,4,49.18,2,43.57,5.61
Kh Qh Js Jc Th,Pair,4,49.18,3,48.52,0.66
