Hand,Hand Type,Optimal k,Optimal Win %,Alternative k,Alternative Win %,Deception Cost (Δ%)
Ac Js Jd Td Tc,Two Pair,4,52.59,5,49.27,3.32
Ac Js Jd Td W,Three of a Kind,3,89.28,0,78.62,10.66
Ac Js Jd Td W,Three of a Kind,3,89.28,1,85.58,3.70
Ac Js Jd Td W,Three of a Kind,3,89.28,2,87.20,2.08
Ac Js Jd Td W,Three of a Kind,3,89.28,4,87.03,2.25
Ac Js Jd Th Tc,Two Pair,4,52.59,0,33.52,19.07
Ac Js Jd Th Tc,Two Pair,4,52.59,1,51.59,1.00
Ac Js Jd Th Tc,Two Pair,4,52.59,2,42.50,10.09
Ac Js Jd Th Tc,Two Pair,4,52.59,3,45.87,6.72
Ac Js Jd Th Tc,Two Pair,4,52.59,5,49.26,3.33
Ac Js Jd Th Td,Two Pair,4,52.62,0,33.52,19.10
Ac Js Jd Th Td,Two Pair,4,52.62,1,51.60,1.02
Ac Js Jd Th Td,Two Pair,4,52.62,2,42.50,10.12
Ac Js Jd Th Td,Two Pair,4,52.62,3,45.87,6.75
Ac Js Jd Th Td,Two Pair,4,52.62,5,49.26,3.36
Ac Js Jd Th W,Three of a Kind,3,89.28,0,78.62,10.66
Ac Js Jd Th W,Three of a Kind,3,89.28,1,85.58,3.70
Ac Js Jd Th W,Three of a Kind,3,89.28,2,87.20,2.08
Ac Js Jd Th W,Three of a Kind,3,89.28,4,87.01,2.27
Ac Js Jd Ts Tc,Two Pair,4,52.59,0,33.52,19.07
Ac Js Jd Ts Tc,Two Pair,4,52.59,1,51.58,1.01
Ac Js Jd Ts Tc,Two Pair,4,52.59,2,42.49,10.10
Ac Js Jd Ts Tc,Two Pair,4,52.59,3,45.86,6.73
Ac Js Jd Ts Tc,Two Pair,4,52.59,5,49.27,3.32
Ac Js Jd Ts Td,Two Pair,4,52.62,0,33.52,19.10
Ac Js Jd Ts Td,Two Pair,4,52.62,1,51.58,1.04
Ac Js Jd Ts Td,Two Pair,4,52.62,2,42.49,10.13
Ac Js Jd Ts Td,Two Pair,4,52.62,3,45.86,6.76
Ac Js Jd Ts Td,Two Pair,4,52.62,5,49.27,3.35
Ac Js Jd Ts Th,Two Pair,4,52.62,0,33.52,19.10
Ac Js Jd Ts Th,Two Pair,4,52.62,1,51.60,1.02
Ac Js Jd Ts Th,Two Pair,4,52.62,2,42.50,10.12
Ac Js Jd Ts Th,Two Pair,4,52.62,3,45.87,6.75
Ac Js Jd Ts Th,Two Pair,4,52.62,5,49.26,3.36
Ac Js Jd Ts W,Three of a Kind,3,89.28,0,78.62,10.66
Ac Js Jd Ts W,Three of a Kind,3,89.28,1,85.58,3.70
Ac Js Jd Ts W,Three of a Kind,3,89.28,2,87.20,2.08
Ac Js Jd Ts W,Three of a Kind,3,89.28,4,87.03,2.25
Ac Js Jh Jc Tc,Three of a Kind,2,69.77,0,56.52,13.25
Ac Js Jh Jc Tc,Three of a Kind,2,69.77,1,67.82,1.95
Ac Js Jh Jc Tc,Three of a Kind,2,69.77,3,44.28,25.49
Ac Js Jh Jc Tc,Three of a Kind,2,69.77,4,52.15,17.62
Ac Js Jh Jc Tc,Three of a Kind,2,69.77,5,49.61,20.16
Ac Js Jh Jc Td,Three of a Kind,2,69.80,0,56.52,13.28
Ac Js Jh Jc Td,Three of a Kind,2,69.80,1,67.84,1.96
Ac Js Jh Jc Td,Three of a Kind,2,69.80,3,44.35,25.45
Ac Js Jh Jc Td,Three of a Kind,2,69.80,4,52.16,17.64
Ac Js Jh Jc Td,Three of a Kind,2,69.80,5,49.61,20.19
Ac Js Jh Jc Th,Three of a Kind,2,69.78,0,56.52,13.26
Ac Js Jh Jc Th,Three of a Kind,2,69.78,1,67.82,1.96
Ac Js Jh Jc Th,Three of a Kind,2,69.78,3,44.35,25.43
Ac Js Jh Jc Th,Three of a Kind,2,69.78,4,52.15,17.63
Ac Js Jh Jc Th,Three of a Kind,2,69.78,5,49.61,20.17
Ac Js Jh Jc Ts,Three of a Kind,2,69.78,0,56.52,13.26
Ac Js Jh Jc Ts,Three of a Kind,2,69.78,1,67.82,1.96
Ac Js Jh Jc Ts,Three of a Kind,2,69.78,3,44.35,25.43
Ac Js Jh Jc Ts,Three of a Kind,2,69.78,4,52.15,17.63
Ac Js Jh Jc Ts,Three of a Kind,2,69.78,5,49.61,20.17
Ac Js Jh Jc W,Four of a Kind,1,99.47,0,99.43,0.04
Ac Js Jh Jc W,Four of a Kind,1,99.47,2,88.40,11.07
Ac Js Jh Jc W,Four of a Kind,1,99.47,3,89.75,9.72
Ac Js Jh Jc W,Four of a Kind,1,99.47,4,87.97,11.50
Ac Js Jh Jd Jc,Four of a Kind,1,97.12,0,97.07,0.05
Ac Js Jh Jd Jc,Four of a Kind,1,97.12,2,68.33,28.79
Ac Js Jh Jd Jc,Four of a Kind,1,97.12,3,44.14,52.98
Ac Js Jh Jd Jc,Four of a Kind,1,97.12,4,51.17,45.95
Ac Js Jh Jd Jc,Four of a Kind,1,97.12,5,49.57,47.55
Ac Js Jh Jd Tc,Three of a Kind,2,69.80,0,56.52,13.28
Ac Js Jh Jd Tc,Three of a Kind,2,69.80,1,67.84,1.96
Ac Js Jh Jd Tc,Three of a Kind,2,69.80,3,44.34,25.46
Ac Js Jh Jd Tc,Three of a Kind,2,69.80,4,52.16,17.64
Ac Js Jh Jd Tc,Three of a Kind,2,69.80,5,49.61,20.19
Ac Js Jh Jd Td,Three of a Kind,2,69.80,0,56.52,13.28
Ac Js Jh Jd Td,Three of a Kind,2,69.80,1,67.84,1.96
Ac Js Jh Jd Td,Three of a Kind,2,69.80,3,44.27,25.53
Ac Js Jh Jd Td,Three of a Kind,2,69.80,4,52.18,17.62
Ac Js Jh Jd Td,Three of a Kind,2,69.80,5,49.61,20.19
Ac Js Jh Jd Th,Three of a Kind,2,69.80,0,56.52,13.28
Ac Js Jh Jd Th,Three of a Kind,2,69.80,1,67.84,1.96
Ac Js Jh Jd Th,Three of a Kind,2,69.80,3,44.27,25.53
Ac Js Jh Jd Th,Three of a Kind,2,69.80,4,52.18,17.62
Ac Js Jh Jd Th,Three of a Kind,2,69.80,5,49.61,20.19
Ac Js Jh Jd Ts,Three of a Kind,2,69.80,0,56.52,13.28
Ac Js Jh Jd Ts,Three of a Kind,2,69.80,1,67.84,1.96
Ac Js Jh Jd Ts,Three of a Kind,2,69.80,3,44.27,25.53
Ac Js Jh Jd Ts,Three of a Kind,2,69.80,4,52.18,17.62
Ac Js Jh Jd Ts,Three of a Kind,2,69.80,5,49.61,20.19
Ac Js Jh Jd W,Four of a Kind,1,99.50,0,99.45,0.05
Ac Js Jh Jd W,Four of a Kind,1,99.50,2,88.16,11.34
Ac Js Jh Jd W,Four of a Kind,1,99.50,3,89.79,9.71
Ac Js Jh Jd W,Four of a Kind,1,99.50,4,87.97,11.53
Ac Js Jh Tc W,Three of a Kind,3,89.22,0,78.62,10.60
Ac Js Jh Tc W,Three of a Kind,3,89.22,1,85.58,3.64
Ac Js Jh Tc W,Three of a Kind,3,89.22,2,87.35,1.87
Ac Js Jh Tc W,Three of a Kind,3,89.22,4,87.03,2.19
Ac Js Jh Td Tc,Two Pair,4,52.59,0,33.52,19.07
Ac Js Jh Td Tc,Two Pair,4,52.59,1,51.59,1.00
Ac Js Jh Td Tc,Two Pair,4,52.59,2,42.50,10.09
Ac Js Jh Td Tc,Two Pair,4,52.59,3,45.87,6.72
Ac Js Jh Td Tc,Two Pair,4,52.59,5,49.26,3.33
Ac Js Jh Td W,Three of a Kind,3,89.28,0,78.62,10.66
Ac Js Jh Td W,Three of a Kind,3,89.28,1,85.58,3.70
Ac Js Jh Td W,Three of a Kind,3,89.28,2,87.20,2.08
Ac Js Jh Td W,Three of a Kind,3,89.28,4,87.01,2.27
Ac Js Jh Th Tc,Two Pair,4,52.59,0,33.52,19.07
Ac Js Jh Th Tc,Two Pair,4,52.59,1,51.58,1.01
Ac Js Jh Th Tc,Two Pair,4,52.59,2,42.49,10.10
Ac Js Jh Th Tc,Two Pair,4,52.59,3,45.86,6.73
Ac Js Jh Th Tc,Two Pair,4,52.59,5,49.27,3.32
Ac Js Jh Th Td,Two Pair,4,52.62,0,33.52,19.10
Ac Js Jh Th Td,Two Pair,4,52.62,1,51.60,1.02
Ac Js Jh Th Td,Two Pair,4,52.62,2,42.50,10.12
Ac Js Jh Th Td,Two Pair,4,52.62,3,45.87,6.75
Ac Js Jh Th Td,Two Pair,4,52.62,5,49.26,3.36
Ac Js Jh Th W,Three of a Kind,3,89.28,0,78.62,10.66
Ac Js Jh Th W,Three of a Kind,3,89.28,1,85.58,3.70
Ac Js Jh Th W,Three of a Kind,3,89.28,2,87.20,2.08
Ac Js Jh Th W,Three of a Kind,3,89.28,4,87.03,2.25
Ac Js Jh Ts Tc,Two Pair,4,52.59,0,33.52,19.07
Ac Js Jh Ts Tc,Two Pair,4,52.59,1,51.58,1.01
Ac Js Jh Ts Tc,Two Pair,4,52.59,2,42.49,10.10
Ac Js Jh Ts Tc,Two Pair,4,52.59,3,45.86,6.73
Ac Js Jh Ts Tc,Two Pair,4,52.59,5,49.27,3.32
Ac Js Jh Ts Td,Two Pair,4,52.62,0,33.52,19.10
Ac Js Jh Ts Td,Two Pair,4,52.62,1,51.60,1.02
Ac Js Jh Ts Td,Two Pair,4,52.62,2,42.50,10.12
Ac Js Jh Ts Td,Two Pair,4,52.62,3,45.87,6.75
Ac Js Jh Ts Td,Two Pair,4,52.62,5,49.26,3.36
Ac Js Jh Ts Th,Two Pair,4,52.62,0,33.52,19.10
Ac Js Jh Ts Th,Two Pair,4,52.62,1,51.58,1.04
Ac Js Jh Ts Th,Two Pair,4,52.62,2,42.49,10.13
Ac Js Jh Ts Th,Two Pair,4,52.62,3,45.86,6.76
Ac Js Jh Ts Th,Two Pair,4,52.62,5,49.27,3.35
Ac Js Jh Ts W,Three of a Kind,3,89.28,0,78.62,10.66
Ac Js Jh Ts W,Three of a Kind,3,89.28,1,85.58,3.70
Ac Js Jh Ts W,Three of a Kind,3,89.28,2,87.20,2.08
Ac Js Jh Ts W,Three of a Kind,3,89.28,4,87.03,2.25
Ac Js Td Tc W,Three of a Kind,3,89.19,0,77.20,11.99
Ac Js Td Tc W,Three of a Kind,3,89.19,1,85.36,3.83
Ac Js Td Tc W,Three of a Kind,3,89.19,2,87.17,2.02
Ac Js Td Tc W,Three of a Kind,3,89.19,4,86.95,2.24
Ac Js Th Tc W,Three of a Kind,3,89.19,0,77.20,11.99
Ac Js Th Tc W,Three of a Kind,3,89.19,1,85.36,3.83
Ac Js Th Tc W,Three of a Kind,3,89.19,2,87.17,2.02
Ac Js Th Tc W,Three of a Kind,3,89.19,4,86.95,2.24
Ac Js Th Td Tc,Three of a Kind,2,66.75,0,51.85,14.90
Ac Js Th Td Tc,Three of a Kind,2,66.75,1,63.91,2.84
Ac Js Th Td Tc,Three of a Kind,2,66.75,3,44.40,22.35
Ac Js Th Td Tc,Three of a Kind,2,66.75,4,52.16,14.59
Ac Js Th Td Tc,Three of a Kind,2,66.75,5,49.61,17.14
Ac Js Th Td W,Three of a Kind,3,89.24,0,77.20,12.04
Ac Js Th Td W,Three of a Kind,3,89.24,1,85.36,3.88
Ac Js Th Td W,Three of a Kind,3,89.24,2,87.10,2.14
Ac Js Th Td W,Three of a Kind,3,89.24,4,86.94,2.30
Ac Js Ts Tc W,Three of a Kind,3,89.19,0,77.20,11.99
Ac Js Ts Tc W,Three of a Kind,3,89.19,1,85.36,3.83
Ac Js Ts Tc W,Three of a Kind,3,89.19,2,87.17,2.02
Ac Js Ts Tc W,Three of a Kind,3,89.19,4,86.97,2.22
Ac Js Ts Td Tc,Three of a Kind,2,66.73,0,51.85,14.88
Ac Js Ts Td Tc,Three of a Kind,2,66.73,1,63.89,2.84
Ac Js Ts Td Tc,Three of a Kind,2,66.73,3,44.39,22.34
Ac Js Ts Td Tc,Three of a Kind,2,66.73,4,52.15,14.58
Ac Js Ts Td Tc,Three of a Kind,2,66.73,5,49.61,17.12
Ac Js Ts Td W,Three of a Kind,3,89.24,0,77.20,12.04
Ac Js Ts Td W,Three of a Kind,3,89.24,1,85.36,3.88
Ac Js Ts Td W,Three of a Kind,3,89.24,2,87.09,2.15
Ac Js Ts Td W,Three of a Kind,3,89.24,4,86.95,2.29
Ac Js Ts Th Tc,Three of a Kind,2,66.73,0,51.85,14.88
Ac Js Ts Th Tc,Three of a Kind,2,66.73,1,63.89,2.84
Ac Js Ts Th Tc,Three of a Kind,2,66.73,3,44.39,22.34
Ac Js Ts Th Tc,Three of a Kind,2,66.73,4,52.15,14.58
Ac Js Ts Th Tc,Three of a Kind,2,66.73,5,49.61,17.12
Ac Js Ts Th Td,Three of a Kind,2,66.75,0,51.85,14.90
Ac Js Ts Th Td,Three of a Kind,2,66.75,1,63.91,2.84
Ac Js Ts Th Td,Three of a Kind,2,66.75,3,44.40,22.35
Ac Js Ts Th Td,Three of a Kind,2,66.75,4,52.18,14.57
Ac Js Ts Th Td,Three of a Kind,2,66.75,5,49.61,17.14
Ac Js Ts Th W,Three of a Kind,3,89.24,0,77.20,12.04
Ac Js Ts Th W,Three of a Kind,3,89.24,1,85.36,3.88
Ac Js Ts Th W,Three of a Kind,3,89.24,2,87.09,2.15
Ac Js Ts Th W,Three of a Kind,3,89.24,4,86.95,2.29
Ac Kc Jc Tc W,Royal Flush,0,99.93,1,88.34,11.59
Ac Kc Jc Tc W,Royal Flush,0,99.93,2,89.64,10.29
Ac Kc Jc Tc W,Royal Flush,0,99.93,3,89.48,10.45
Ac Kc Jc Tc W,Royal Flush,0,99.93,4,87.60,12.33
Ac Kc Jc Td Tc,Pair,4,52.91,0,1.65,51.26
Ac Kc Jc Td Tc,Pair,4,52.91,1,38.69,14.22
Ac Kc Jc Td Tc,Pair,4,52.91,2,42.54,10.37
Ac Kc Jc Td Tc,Pair,4,52.91,3,50.39,2.52
Ac Kc Jc Td Tc,Pair,4,52.91,5,49.11,3.80
Ac Kc Jc Td W,Straight,0,89.84,1,88.98,0.86
Ac Kc Jc Td W,Straight,0,89.84,2,89.72,0.12
Ac Kc Jc Td W,Straight,0,89.84,3,89.48,0.36
Ac Kc Jc Td W,Straight,0,89.84,4,87.58,2.26
Ac Kc Jc Th Tc,Pair,4,52.91,0,1.65,51.26
Ac Kc Jc Th Tc,Pair,4,52.91,1,38.69,14.22
Ac Kc Jc Th Tc,Pair,4,52.91,2,42.54,10.37
Ac Kc Jc Th Tc,Pair,4,52.91,3,50.39,2.52
Ac Kc Jc Th Tc,Pair,4,52.91,5,49.11,3.80
Ac Kc Jc Th Td,Pair,4,52.91,0,1.65,51.26
Ac Kc Jc Th Td,Pair,4,52.91,1,36.82,16.09
Ac Kc Jc Th Td,Pair,4,52.91,2,42.55,10.36
Ac Kc Jc Th Td,Pair,4,52.91,3,50.41,2.50
Ac Kc Jc Th Td,Pair,4,52.91,5,49.10,3.81
Ac Kc Jc Th W,Straight,0,89.84,1,88.98,0.86
Ac Kc Jc Th W,Straight,0,89.84,2,89.72,0.12
Ac Kc Jc Th W,Straight,0,89.84,3,89.48,0.36
Ac Kc Jc Th W,Straight,0,89.84,4,87.58,2.26
Ac Kc Jc Ts Tc,Pair,4,52.91,0,1.65,51.26
Ac Kc Jc Ts Tc,Pair,4,52.91,1,38.69,14.22
Ac Kc Jc Ts Tc,Pair,4,52.91,2,42.54,10.37
Ac Kc Jc Ts Tc,Pair,4,52.91,3,50.39,2.52
Ac Kc Jc Ts Tc,Pair,4,52.91,5,49.11,3.80
Ac Kc Jc Ts Td,Pair,4,52.91,0,1.65,51.26
Ac Kc Jc Ts Td,Pair,4,52.91,1,36.82,16.09
Ac Kc Jc Ts Td,Pair,4,52.91,2,42.55,10.36
Ac Kc Jc Ts Td,Pair,4,52.91,3,50.41,2.50
Ac Kc Jc Ts Td,Pair,4,52.91,5,49.10,3.81
Ac Kc Jc Ts Th,Pair,4,52.91,0,1.65,51.26
Ac Kc Jc Ts Th,Pair,4,52.91,1,36.82,16.09
Ac Kc Jc Ts Th,Pair,4,52.91,2,42.55,10.36
Ac Kc Jc Ts Th,Pair,4,52.91,3,50.41,2.50
Ac Kc Jc Ts Th,Pair,4,52.91,5,49.10,3.81
Ac Kc Jc Ts W,Straight,0,89.84,1,88.98,0.86
Ac Kc Jc Ts W,Straight,0,89.84,2,89.72,0.12
Ac Kc Jc Ts W,Straight,0,89.84,3,89.48,0.36
Ac Kc Jc Ts W,Straight,0,89.84,4,87.58,2.26
Ac Kc Jd Jc Tc,Pair,4,52.89,0,8.65,44.24
Ac Kc Jd Jc Tc,Pair,4,52.89,1,38.92,13.97
Ac Kc Jd Jc Tc,Pair,4,52.89,2,45.53,7.36
Ac Kc Jd Jc Tc,Pair,4,52.89,3,50.35,2.54
Ac Kc Jd Jc Tc,Pair,4,52.89,5,49.11,3.78
Ac Kc Jd Jc Td,Pair,4,52.89,0,8.65,44.24
Ac Kc Jd Jc Td,Pair,4,52.89,1,37.04,15.85
Ac Kc Jd Jc Td,Pair,4,52.89,2,45.53,7.36
Ac Kc Jd Jc Td,Pair,4,52.89,3,50.37,2.52
Ac Kc Jd Jc Td,Pair,4,52.89,5,49.11,3.78
Ac Kc Jd Jc Th,Pair,4,52.90,0,8.65,44.25
Ac Kc Jd Jc Th,Pair,4,52.90,1,37.04,15.86
Ac Kc Jd Jc Th,Pair,4,52.90,2,45.54,7.36
Ac Kc Jd Jc Th,Pair,4,52.90,3,50.38,2.52
Ac Kc Jd Jc Th,Pair,4,52.90,5,49.10,3.80
Ac Kc Jd Jc Ts,Pair,4,52.90,0,8.65,44.25
Ac Kc Jd Jc Ts,Pair,4,52.90,1,37.04,15.86
Ac Kc Jd Jc Ts,Pair,4,52.90,2,45.54,7.36
Ac Kc Jd Jc Ts,Pair,4,52.90,3,50.38,2.52
Ac Kc Jd Jc Ts,Pair,4,52.90,5,49.10,3.80
Ac Kc Jd Jc W,Three of a Kind,2,89.65,0,82.05,7.60
Ac Kc Jd Jc W,Three of a Kind,2,89.65,1,89.54,0.11
Ac Kc Jd Jc W,Three of a Kind,2,89.65,3,89.61,0.04
Ac Kc Jd Jc W,Three of a Kind,2,89.65,4,88.02,1.63
Ac Kc Jd Tc W,Straight,0,89.84,1,88.65,1.19
Ac Kc Jd Tc W,Straight,0,89.84,2,89.72,0.12
Ac Kc Jd Tc W,Straight,0,89.84,3,89.48,0.36
Ac Kc Jd Tc W,Straight,0,89.84,4,87.58,2.26
Ac Kc Jd Td Tc,Pair,4,52.91,0,1.65,51.26
Ac Kc Jd Td Tc,Pair,4,52.91,1,36.82,16.09
Ac Kc Jd Td Tc,Pair,4,52.91,2,42.54,10.37
Ac Kc Jd Td Tc,Pair,4,52.91,3,50.41,2.50
Ac Kc Jd Td Tc,Pair,4,52.91,5,49.11,3.80
Ac Kc Jd Td W,Straight,2,89.89,0,89.84,0.05
Ac Kc Jd Td W,Straight,2,89.89,1,87.72,2.17
Ac Kc Jd Td W,Straight,2,89.89,3,89.50,0.39
Ac Kc Jd Td W,Straight,2,89.89,4,87.57,2.32
Ac Kc Jd Th Tc,Pair,4,52.91,0,1.65,51.26
Ac Kc Jd Th Tc,Pair,4,52.91,1,36.82,16.09
Ac Kc Jd Th Tc,Pair,4,52.91,2,42.55,10.36
Ac Kc Jd Th Tc,Pair,4,52.91,3,50.41,2.50
Ac Kc Jd Th Tc,Pair,4,52.91,5,49.10,3.81
Ac Kc Jd Th Td,Pair,4,52.92,0,1.65,51.27
Ac Kc Jd Th Td,Pair,4,52.92,1,36.82,16.10
Ac Kc Jd Th Td,Pair,4,52.92,2,42.55,10.37
Ac Kc Jd Th Td,Pair,4,52.92,3,50.48,2.44
Ac Kc Jd Th Td,Pair,4,52.92,5,49.10,3.82
Ac Kc Jd Th W,Straight,2,89.90,0,89.84,0.06
Ac Kc Jd Th W,Straight,2,89.90,1,87.72,2.18
Ac Kc Jd Th W,Straight,2,89.90,3,89.50,0.40
Ac Kc Jd Th W,Straight,2,89.90,4,87.56,2.34
Ac Kc Jd Ts Tc,Pair,4,52.91,0,1.65,51.26
Ac Kc Jd Ts Tc,Pair,4,52.91,1,36.82,16.09
Ac Kc Jd Ts Tc,Pair,4,52.91,2,42.55,10.36
Ac Kc Jd Ts Tc,Pair,4,52.91,3,50.41,2.50
Ac Kc Jd Ts Tc,Pair,4,52.91,5,49.10,3.81
Ac Kc Jd Ts Td,Pair,4,52.92,0,1.65,51.27
Ac Kc Jd Ts Td,Pair,4,52.92,1,36.82,16.10
Ac Kc Jd Ts Td,Pair,4,52.92,2,42.55,10.37
Ac Kc Jd Ts Td,Pair,4,52.92,3,50.48,2.44
Ac Kc Jd Ts Td,Pair,4,52.92,5,49.10,3.82
Ac Kc Jd Ts Th,Pair,4,52.92,0,1.65,51.27
Ac Kc Jd Ts Th,Pair,4,52.92,1,36.82,16.10
Ac Kc Jd Ts Th,Pair,4,52.92,2,42.56,10.36
Ac Kc Jd Ts Th,Pair,4,52.92,3,50.49,2.43
Ac Kc Jd Ts Th,Pair,4,52.92,5,49.09,3.83
Ac Kc Jd Ts W,Straight,2,89.90,0,89.84,0.06
Ac Kc Jd Ts W,Straight,2,89.90,1,87.72,2.18
Ac Kc Jd Ts W,Straight,2,89.90,3,89.50,0.40
Ac Kc Jd Ts W,Straight,2,89.90,4,87.56,2.34
Ac Kc Jh Jc Tc,Pair,4,52.89,0,8.65,44.24
Ac Kc Jh Jc Tc,Pair,4,52.89,1,38.92,13.97
Ac Kc Jh Jc Tc,Pair,4,52.89,2,45.53,7.36
Ac Kc Jh Jc Tc,Pair,4,52.89,3,50.35,2.54
Ac Kc Jh Jc Tc,Pair,4,52.89,5,49.11,3.78
Ac Kc Jh Jc Td,Pair,4,52.90,0,8.65,44.25
Ac Kc Jh Jc Td,Pair,4,52.90,1,37.04,15.86
Ac Kc Jh Jc Td,Pair,4,52.90,2,45.54,7.36
Ac Kc Jh Jc Td,Pair,4,52.90,3,50.38,2.52
Ac Kc Jh Jc Td,Pair,4,52.90,5,49.10,3.80
Ac Kc Jh Jc Th,Pair,4,52.89,0,8.65,44.24
Ac Kc Jh Jc Th,Pair,4,52.89,1,37.04,15.85
Ac Kc Jh Jc Th,Pair,4,52.89,2,45.53,7.36
Ac Kc Jh Jc Th,Pair,4,52.89,3,50.37,2.52
Ac Kc Jh Jc Th,Pair,4,52.89,5,49.11,3.78
Ac Kc Jh Jc Ts,Pair,4,52.90,0,8.65,44.25
Ac Kc Jh Jc Ts,Pair,4,52.90,1,37.04,15.86
Ac Kc Jh Jc Ts,Pair,4,52.90,2,45.54,7.36
Ac Kc Jh Jc Ts,Pair,4,52.90,3,50.38,2.52
Ac Kc Jh Jc Ts,Pair,4,52.90,5,49.10,3.80
Ac Kc Jh Jc W,Three of a Kind,2,89.65,0,82.05,7.60
Ac Kc Jh Jc W,Three of a Kind,2,89.65,1,89.54,0.11
Ac Kc Jh Jc W,Three of a Kind,2,89.65,3,89.61,0.04
Ac Kc Jh Jc W,Three of a Kind,2,89.65,4,88.02,1.63
Ac Kc Jh Jd Jc,Three of a Kind,2,73.43,0,61.70,11.73
Ac Kc Jh Jd Jc,Three of a Kind,2,73.43,1,70.87,2.56
Ac Kc Jh Jd Jc,Three of a Kind,2,73.43,3,48.22,25.21
Ac Kc Jh Jd Jc,Three of a Kind,2,73.43,4,52.09,21.34
Ac Kc Jh Jd Jc,Three of a Kind,2,73.43,5,49.61,23.82
Ac Kc Jh Jd Tc,Pair,4,52.90,0,8.65,44.25
Ac Kc Jh Jd Tc,Pair,4,52.90,1,37.04,15.86
Ac Kc Jh Jd Tc,Pair,4,52.90,2,45.54,7.36
Ac Kc Jh Jd Tc,Pair,4,52.90,3,50.38,2.52
Ac Kc Jh Jd Tc,Pair,4,52.90,5,49.10,3.80
Ac Kc Jh Jd Td,Pair,4,52.90,0,8.65,44.25
Ac Kc Jh Jd Td,Pair,4,52.90,1,37.04,15.86
Ac Kc Jh Jd Td,Pair,4,52.90,2,45.54,7.36
Ac Kc Jh Jd Td,Pair,4,52.90,3,50.45,2.45
Ac Kc Jh Jd Td,Pair,4,52.90,5,49.10,3.80
Ac Kc Jh Jd Th,Pair,4,52.90,0,8.65,44.25
Ac Kc Jh Jd Th,Pair,4,52.90,1,37.04,15.86
Ac Kc Jh Jd Th,Pair,4,52.90,2,45.54,7.36
Ac Kc Jh Jd Th,Pair,4,52.90,3,50.45,2.45
Ac Kc Jh Jd Th,Pair,4,52.90,5,49.10,3.80
Ac Kc Jh Jd Ts,Pair,4,52.91,0,8.65,44.26
Ac Kc Jh Jd Ts,Pair,4,52.91,1,37.04,15.87
Ac Kc Jh Jd Ts,Pair,4,52.91,2,45.55,7.36
Ac Kc Jh Jd Ts,Pair,4,52.91,3,50.45,2.46
Ac Kc Jh Jd Ts,Pair,4,52.91,5,49.09,3.82
Ac Kc Jh Jd W,Three of a Kind,2,89.81,0,82.05,7.76
Ac Kc Jh Jd W,Three of a Kind,2,89.81,1,88.28,1.53
Ac Kc Jh Jd W,Three of a Kind,2,89.81,3,89.63,0.18
Ac Kc Jh Jd W,Three of a Kind,2,89.81,4,88.00,1.81
Ac Kc Jh Tc W,Straight,0,89.84,1,88.65,1.19
Ac Kc Jh Tc W,Straight,0,89.84,2,89.72,0.12
Ac Kc Jh Tc W,Straight,0,89.84,3,89.48,0.36
Ac Kc Jh Tc W,Straight,0,89.84,4,87.58,2.26
Ac Kc Jh Td Tc,Pair,4,52.91,0,1.65,51.26
Ac Kc Jh Td Tc,Pair,4,52.91,1,36.82,16.09
Ac Kc Jh Td Tc,Pair,4,52.91,2,42.55,10.36
Ac Kc Jh Td Tc,Pair,4,52.91,3,50.41,2.50
Ac Kc Jh Td Tc,Pair,4,52.91,5,49.10,3.81
Ac Kc Jh Td W,Straight,2,89.90,0,89.84,0.06
Ac Kc Jh Td W,Straight,2,89.90,1,87.72,2.18
Ac Kc Jh Td W,Straight,2,89.90,3,89.50,0.40
Ac Kc Jh Td W,Straight,2,89.90,4,87.56,2.34
Ac Kc Jh Th Tc,Pair,4,52.91,0,1.65,51.26
Ac Kc Jh Th Tc,Pair,4,52.91,1,36.82,16.09
Ac Kc Jh Th Tc,Pair,4,52.91,2,42.54,10.37
Ac Kc Jh Th Tc,Pair,4,52.91,3,50.41,2.50
Ac Kc Jh Th Tc,Pair,4,52.91,5,49.11,3.80
Ac Kc Jh Th Td,Pair,4,52.92,0,1.65,51.27
Ac Kc Jh Th Td,Pair,4,52.92,1,36.82,16.10
Ac Kc Jh Th Td,Pair,4,52.92,2,42.55,10.37
Ac Kc Jh Th Td,Pair,4,52.92,3,50.48,2.44
Ac Kc Jh Th Td,Pair,4,52.92,5,49.10,3.82
Ac Kc Jh Th W,Straight,2,89.89,0,89.84,0.05
Ac Kc Jh Th W,Straight,2,89.89,1,87.72,2.17
Ac Kc Jh Th W,Straight,2,89.89,3,89.50,0.39
Ac Kc Jh Th W,Straight,2,89.89,4,87.57,2.32
Ac Kc Jh Ts Tc,Pair,4,52.91,0,1.65,51.26
Ac Kc Jh Ts Tc,Pair,4,52.91,1,36.82,16.09
Ac Kc Jh Ts Tc,Pair,4,52.91,2,42.55,10.36
Ac Kc Jh Ts Tc,Pair,4,52.91,3,50.41,2.50
Ac Kc Jh Ts Tc,Pair,4,52.91,5,49.10,3.81
Ac Kc Jh Ts Td,Pair,4,52.92,0,1.65,51.27
Ac Kc Jh Ts Td,Pair,4,52.92,1,36.82,16.10
Ac Kc Jh Ts Td,Pair,4,52.92,2,42.56,10.36
Ac Kc Jh Ts Td,Pair,4,52.92,3,50.49,2.43
Ac Kc Jh Ts Td,Pair,4,52.92,5,49.09,3.83
