Hand,Hand Type,Pre-Discard Win %,Optimal Discard,Optimal Win %,Delta %,P(Improve),Risk Ratio,Verdict
Kh Js Jh Jd Tc,Three of a Kind,56.52,Kh Tc,69.80,13.28,39.17,5.04,Discard Kh Tc
Ks Jh Jd Jc Tc,Three of a Kind,56.52,Ks Tc,69.80,13.28,39.17,5.04,Discard Ks Tc
Ks Jh Jd Jc Td,Three of a Kind,56.52,Ks Td,69.80,13.28,39.17,5.04,Discard Ks Td
Ks Jh Jd Jc Th,Three of a Kind,56.52,Ks Th,69.80,13.28,39.17,5.04,Discard Ks Th
Ks Js Jd Jc Th,Three of a Kind,56.52,Ks Th,69.80,13.28,39.17,5.04,Discard Ks Th
Ks Js Jh Jc Td,Three of a Kind,56.52,Ks Td,69.80,13.28,39.17,5.04,Discard Ks Td
Ks Js Jh Jd Tc,Three of a Kind,56.52,Ks Tc,69.80,13.28,39.17,5.04,Discard Ks Tc
Qc Jh Jd Jc Ts,Three of a Kind,56.52,Qc Ts,69.80,13.28,39.17,5.04,Discard Qc Ts
Qc Js Jd Jc Th,Three of a Kind,56.52,Qc Th,69.80,13.28,39.17,5.04,Discard Qc Th
Qc Js Jh Jc Td,Three of a Kind,56.52,Qc Td,69.80,13.28,39.17,5.04,Discard Qc Td
Qc Js Jh Jd Td,Three of a Kind,56.52,Qc Td,69.80,13.28,39.17,5.04,Discard Qc Td
Qc Js Jh Jd Th,Three of a Kind,56.52,Qc Th,69.80,13.28,39.17,5.04,Discard Qc Th
Qc Js Jh Jd Ts,Three of a Kind,56.52,Qc Ts,69.80,13.28,39.17,5.04,Discard Qc Ts
Qd Jh Jd Jc Ts,Three of a Kind,56.52,Qd Ts,69.80,13.28,39.17,5.04,Discard Qd Ts
Qd Js Jd Jc Th,Three of a Kind,56.52,Qd Th,69.80,13.28,39.17,5.04,Discard Qd Th
Qd Js Jh Jc Tc,Three of a Kind,56.52,Qd Tc,69.80,13.28,39.17,5.04,Discard Qd Tc
Qd Js Jh Jc Th,Three of a Kind,56.52,Qd Th,69.80,13.28,39.17,5.04,Discard Qd Th
Qd Js Jh Jc Ts,Three of a Kind,56.52,Qd Ts,69.80,13.28,39.17,5.04,Discard Qd Ts
Qd Js Jh Jd Tc,Three of a Kind,56.52,Qd Tc,69.80,13.28,39.17,5.04,Discard Qd Tc
Qh Jh Jd Jc Ts,Three of a Kind,56.52,Qh Ts,69.80,13.28,39.17,5.04,Discard Qh Ts
Qh Js Jd Jc Tc,Three of a Kind,56.52,Qh Tc,69.80,13.28,39.17,5.04,Discard Qh Tc
Qh Js Jd Jc Td,Three of a Kind,56.52,Qh Td,69.80,13.28,39.17,5.04,Discard Qh Td
Qh Js Jd Jc Ts,Three of a Kind,56.52,Qh Ts,69.80,13.28,39.17,5.04,Discard Qh Ts
Qh Js Jh Jc Td,Three of a Kind,56.52,Qh Td,69.80,13.28,39.17,5.04,Discard Qh Td
Qh Js Jh Jd Tc,Three of a Kind,56.52,Qh Tc,69.80,13.28,39.17,5.04,Discard Qh Tc
Qs Jh Jd Jc Tc,Three of a Kind,56.52,Qs Tc,69.80,13.28,39.17,5.04,Discard Qs Tc
Qs Jh Jd Jc Td,Three of a Kind,56.52,Qs Td,69.80,13.28,39.17,5.04,Discard Qs Td
Qs Jh Jd Jc Th,Three of a Kind,56.52,Qs Th,69.80,13.28,39.17,5.04,Discard Qs Th
Qs Js Jd Jc Th,Three of a Kind,56.52,Qs Th,69.80,13.28,39.17,5.04,Discard Qs Th
Qs Js Jh Jc Td,Three of a Kind,56.52,Qs Td,69.80,13.28,39.17,5.04,Discard Qs Td
Qs Js Jh Jd Tc,Three of a Kind,56.52,Qs Tc,69.80,13.28,39.17,5.04,Discard Qs Tc
Ac Js Jh Jd Tc,Three of a Kind,56.52,Ac Tc,69.80,13.27,39.17,5.04,Discard Ac Tc
Ad Js Jh Jc Td,Three of a Kind,56.52,Ad Td,69.80,13.27,39.17,5.04,Discard Ad Td
Ah Js Jd Jc Th,Three of a Kind,56.52,Ah Th,69.80,13.27,39.17,5.04,Discard Ah Th
As Jh Jd Jc Ts,Three of a Kind,56.52,As Ts,69.80,13.27,39.17,5.04,Discard As Ts
Kc Js Jh Jd Tc,Three of a Kind,56.52,Kc Tc,69.80,13.27,39.17,5.04,Discard Kc Tc
Kd Js Jh Jc Td,Three of a Kind,56.52,Kd Td,69.80,13.27,39.17,5.04,Discard Kd Td
Kh Js Jd Jc Th,Three of a Kind,56.52,Kh Th,69.80,13.27,39.17,5.04,Discard Kh Th
Ks Jh Jd Jc Ts,Three of a Kind,56.52,Ks Ts,69.80,13.27,39.17,5.04,Discard Ks Ts
Qc Js Jh Jd Tc,Three of a Kind,56.52,Qc Tc,69.80,13.27,39.17,5.04,Discard Qc Tc
Qd Js Jh Jc Td,Three of a Kind,56.52,Qd Td,69.80,13.27,39.17,5.04,Discard Qd Td
Qh Js Jd Jc Th,Three of a Kind,56.52,Qh Th,69.80,13.27,39.17,5.04,Discard Qh Th
Qs Jh Jd Jc Ts,Three of a Kind,56.52,Qs Ts,69.80,13.27,39.17,5.04,Discard Qs Ts
Ac Jh Jd Jc Td,Three of a Kind,56.52,Ac Td,69.78,13.26,39.17,5.04,Discard Ac Td
Ac Jh Jd Jc Th,Three of a Kind,56.52,Ac Th,69.78,13.26,39.17,5.04,Discard Ac Th
Ac Js Jd Jc Td,Three of a Kind,56.52,Ac Td,69.78,13.26,39.17,5.04,Discard Ac Td
Ac Js Jd Jc Ts,Three of a Kind,56.52,Ac Ts,69.78,13.26,39.17,5.04,Discard Ac Ts
Ac Js Jh Jc Th,Three of a Kind,56.52,Ac Th,69.78,13.26,39.17,5.04,Discard Ac Th
Ac Js Jh Jc Ts,Three of a Kind,56.52,Ac Ts,69.78,13.26,39.17,5.04,Discard Ac Ts
Ad Jh Jd Jc Tc,Three of a Kind,56.52,Ad Tc,69.78,13.26,39.17,5.04,Discard Ad Tc
Ad Jh Jd Jc Th,Three of a Kind,56.52,Ad Th,69.78,13.26,39.17,5.04,Discard Ad Th
Ad Js Jd Jc Tc,Three of a Kind,56.52,Ad Tc,69.78,13.26,39.17,5.04,Discard Ad Tc
Ad Js Jd Jc Ts,Three of a Kind,56.52,Ad Ts,69.78,13.26,39.17,5.04,Discard Ad Ts
Ad Js Jh Jd Th,Three of a Kind,56.52,Ad Th,69.78,13.26,39.17,5.04,Discard Ad Th
Ad Js Jh Jd Ts,Three of a Kind,56.52,Ad Ts,69.78,13.26,39.17,5.04,Discard Ad Ts
Ah Jh Jd Jc Tc,Three of a Kind,56.52,Ah Tc,69.78,13.26,39.17,5.04,Discard Ah Tc
Ah Jh Jd Jc Td,Three of a Kind,56.52,Ah Td,69.78,13.26,39.17,5.04,Discard Ah Td
Ah Js Jh Jc Tc,Three of a Kind,56.52,Ah Tc,69.78,13.26,39.17,5.04,Discard Ah Tc
Ah Js Jh Jc Ts,Three of a Kind,56.52,Ah Ts,69.78,13.26,39.17,5.04,Discard Ah Ts
Ah Js Jh Jd Td,Three of a Kind,56.52,Ah Td,69.78,13.26,39.17,5.04,Discard Ah Td
Ah Js Jh Jd Ts,Three of a Kind,56.52,Ah Ts,69.78,13.26,39.17,5.04,Discard Ah Ts
As Js Jd Jc Tc,Three of a Kind,56.52,As Tc,69.78,13.26,39.17,5.04,Discard As Tc
As Js Jd Jc Td,Three of a Kind,56.52,As Td,69.78,13.26,39.17,5.04,Discard As Td
As Js Jh Jc Tc,Three of a Kind,56.52,As Tc,69.78,13.26,39.17,5.04,Discard As Tc
As Js Jh Jc Th,Three of a Kind,56.52,As Th,69.78,13.26,39.17,5.04,Discard As Th
As Js Jh Jd Td,Three of a Kind,56.52,As Td,69.78,13.26,39.17,5.04,Discard As Td
As Js Jh Jd Th,Three of a Kind,56.52,As Th,69.78,13.26,39.17,5.04,Discard As Th
Kc Jh Jd Jc Td,Three of a Kind,56.52,Kc Td,69.78,13.26,39.17,5.04,Discard Kc Td
Kc Jh Jd Jc Th,Three of a Kind,56.52,Kc Th,69.78,13.26,39.17,5.04,Discard Kc Th
Kc Js Jd Jc Td,Three of a Kind,56.52,Kc Td,69.78,13.26,39.17,5.04,Discard Kc Td
Kc Js Jd Jc Ts,Three of a Kind,56.52,Kc Ts,69.78,13.26,39.17,5.04,Discard Kc Ts
Kc Js Jh Jc Th,Three of a Kind,56.52,Kc Th,69.78,13.26,39.17,5.04,Discard Kc Th
Kc Js Jh Jc Ts,Three of a Kind,56.52,Kc Ts,69.78,13.26,39.17,5.04,Discard Kc Ts
Kd Jh Jd Jc Tc,Three of a Kind,56.52,Kd Tc,69.78,13.26,39.17,5.04,Discard Kd Tc
Kd Jh Jd Jc Th,Three of a Kind,56.52,Kd Th,69.78,13.26,39.17,5.04,Discard Kd Th
Kd Js Jd Jc Tc,Three of a Kind,56.52,Kd Tc,69.78,13.26,39.17,5.04,Discard Kd Tc
Kd Js Jd Jc Ts,Three of a Kind,56.52,Kd Ts,69.78,13.26,39.17,5.04,Discard Kd Ts
Kd Js Jh Jd Th,Three of a Kind,56.52,Kd Th,69.78,13.26,39.17,5.04,Discard Kd Th
Kd Js Jh Jd Ts,Three of a Kind,56.52,Kd Ts,69.78,13.26,39.17,5.04,Discard Kd Ts
Kh Jh Jd Jc Tc,Three of a Kind,56.52,Kh Tc,69.78,13.26,39.17,5.04,Discard Kh Tc
Kh Jh Jd Jc Td,Three of a Kind,56.52,Kh Td,69.78,13.26,39.17,5.04,Discard Kh Td
Kh Js Jh Jc Tc,Three of a Kind,56.52,Kh Tc,69.78,13.26,39.17,5.04,Discard Kh Tc
Kh Js Jh Jc Ts,Three of a Kind,56.52,Kh Ts,69.78,13.26,39.17,5.04,Discard Kh Ts
Kh Js Jh Jd Td,Three of a Kind,56.52,Kh Td,69.78,13.26,39.17,5.04,Discard Kh Td
Kh Js Jh Jd Ts,Three of a Kind,56.52,Kh Ts,69.78,13.26,39.17,5.04,Discard Kh Ts
Ks Js Jd Jc Tc,Three of a Kind,56.52,Ks Tc,69.78,13.26,39.17,5.04,Discard Ks Tc
Ks Js Jd Jc Td,Three of a Kind,56.52,Ks Td,69.78,13.26,39.17,5.04,Discard Ks Td
Ks Js Jh Jc Tc,Three of a Kind,56.52,Ks Tc,69.78,13.26,39.17,5.04,Discard Ks Tc
Ks Js Jh Jc Th,Three of a Kind,56.52,Ks Th,69.78,13.26,39.17,5.04,Discard Ks Th
Ks Js Jh Jd Td,Three of a Kind,56.52,Ks Td,69.78,13.26,39.17,5.04,Discard Ks Td
Ks Js Jh Jd Th,Three of a Kind,56.52,Ks Th,69.78,13.26,39.17,5.04,Discard Ks Th
Qc Jh Jd Jc Td,Three of a Kind,56.52,Qc Td,69.78,13.26,39.17,5.04,Discard Qc Td
Qc Jh Jd Jc Th,Three of a Kind,56.52,Qc Th,69.78,13.26,39.17,5.04,Discard Qc Th
Qc Js Jd Jc Td,Three of a Kind,56.52,Qc Td,69.78,13.26,39.17,5.04,Discard Qc Td
Qc Js Jd Jc Ts,Three of a Kind,56.52,Qc Ts,69.78,13.26,39.17,5.04,Discard Qc Ts
Qc Js Jh Jc Th,Three of a Kind,56.52,Qc Th,69.78,13.26,39.17,5.04,Discard Qc Th
Qc Js Jh Jc Ts,Three of a Kind,56.52,Qc Ts,69.78,13.26,39.17,5.04,Discard Qc Ts
Qd Jh Jd Jc Tc,Three of a Kind,56.52,Qd Tc,69.78,13.26,39.17,5.04,Discard Qd Tc
Qd Jh Jd Jc Th,Three of a Kind,56.52,Qd Th,69.78,13.26,39.17,5.04,Discard Qd Th
Qd Js Jd Jc Tc,Three of a Kind,56.52,Qd Tc,69.78,13.26,39.17,5.04,Discard Qd Tc
Qd Js Jd Jc Ts,Three of a Kind,56.52,Qd Ts,69.78,13.26,39.17,5.04,Discard Qd Ts
Qd Js Jh Jd Th,Three of a Kind,56.52,Qd Th,69.78,13.26,39.17,5.04,Discard Qd Th
Qd Js Jh Jd Ts,Three of a Kind,56.52,Qd Ts,69.78,13.26,39.17,5.04,Discard Qd Ts
Qh Jh Jd Jc Tc,Three of a Kind,56.52,Qh Tc,69.78,13.26,39.17,5.04,Discard Qh Tc
Qh Jh Jd Jc Td,Three of a Kind,56.52,Qh Td,69.78,13.26,39.17,5.04,Discard Qh Td
Qh Js Jh Jc Tc,Three of a Kind,56.52,Qh Tc,69.78,13.26,39.17,5.04,Discard Qh Tc
Qh Js Jh Jc Ts,Three of a Kind,56.52,Qh Ts,69.78,13.26,39.17,5.04,Discard Qh Ts
Qh Js Jh Jd Td,Three of a Kind,56.52,Qh Td,69.78,13.26,39.17,5.04,Discard Qh Td
Qh Js Jh Jd Ts,Three of a Kind,56.52,Qh Ts,69.78,13.26,39.17,5.04,Discard Qh Ts
Qs Js Jd Jc Tc,Three of a Kind,56.52,Qs Tc,69.78,13.26,39.17,5.04,Discard Qs Tc
Qs Js Jd Jc Td,Three of a Kind,56.52,Qs Td,69.78,13.26,39.17,5.04,Discard Qs Td
Qs Js Jh Jc Tc,Three of a Kind,56.52,Qs Tc,69.78,13.26,39.17,5.04,Discard Qs Tc
Qs Js Jh Jc Th,Three of a Kind,56.52,Qs Th,69.78,13.26,39.17,5.04,Discard Qs Th
Qs Js Jh Jd Td,Three of a Kind,56.52,Qs Td,69.78,13.26,39.17,5.04,Discard Qs Td
Qs Js Jh Jd Th,Three of a Kind,56.52,Qs Th,69.78,13.26,39.17,5.04,Discard Qs Th
Ac Jh Jd Jc Tc,Three of a Kind,56.52,Ac Tc,69.77,13.25,39.17,5.04,Discard Ac Tc
Ac Js Jd Jc Tc,Three of a Kind,56.52,Ac Tc,69.77,13.25,39.17,5.04,Discard Ac Tc
Ac Js Jh Jc Tc,Three of a Kind,56.52,Ac Tc,69.77,13.25,39.17,5.04,Discard Ac Tc
Ad Jh Jd Jc Td,Three of a Kind,56.52,Ad Td,69.77,13.25,39.17,5.04,Discard Ad Td
Ad Js Jd Jc Td,Three of a Kind,56.52,Ad Td,69.77,13.25,39.17,5.04,Discard Ad Td
Ad Js Jh Jd Td,Three of a Kind,56.52,Ad Td,69.77,13.25,39.17,5.04,Discard Ad Td
Ah Jh Jd Jc Th,Three of a Kind,56.52,Ah Th,69.77,13.25,39.17,5.04,Discard Ah Th
Ah Js Jh Jc Th,Three of a Kind,56.52,Ah Th,69.77,13.25,39.17,5.04,Discard Ah Th
Ah Js Jh Jd Th,Three of a Kind,56.52,Ah Th,69.77,13.25,39.17,5.04,Discard Ah Th
As Js Jd Jc Ts,Three of a Kind,56.52,As Ts,69.77,13.25,39.17,5.04,Discard As Ts
As Js Jh Jc Ts,Three of a Kind,56.52,As Ts,69.77,13.25,39.17,5.04,Discard As Ts
As Js Jh Jd Ts,Three of a Kind,56.52,As Ts,69.77,13.25,39.17,5.04,Discard As Ts
Kc Jh Jd Jc Tc,Three of a Kind,56.52,Kc Tc,69.77,13.25,39.17,5.04,Discard Kc Tc
Kc Js Jd Jc Tc,Three of a Kind,56.52,Kc Tc,69.77,13.25,39.17,5.04,Discard Kc Tc
Kc Js Jh Jc Tc,Three of a Kind,56.52,Kc Tc,69.77,13.25,39.17,5.04,Discard Kc Tc
Kd Jh Jd Jc Td,Three of a Kind,56.52,Kd Td,69.77,13.25,39.17,5.04,Discard Kd Td
Kd Js Jd Jc Td,Three of a Kind,56.52,Kd Td,69.77,13.25,39.17,5.04,Discard Kd Td
Kd Js Jh Jd Td,Three of a Kind,56.52,Kd Td,69.77,13.25,39.17,5.04,Discard Kd Td
Kh Jh Jd Jc Th,Three of a Kind,56.52,Kh Th,69.77,13.25,39.17,5.04,Discard Kh Th
Kh Js Jh Jc Th,Three of a Kind,56.52,Kh Th,69.77,13.25,39.17,5.04,Discard Kh Th
Kh Js Jh Jd Th,Three of a Kind,56.52,Kh Th,69.77,13.25,39.17,5.04,Discard Kh Th
Ks Js Jd Jc Ts,Three of a Kind,56.52,Ks Ts,69.77,13.25,39.17,5.04,Discard Ks Ts
Ks Js Jh Jc Ts,Three of a Kind,56.52,Ks Ts,69.77,13.25,39.17,5.04,Discard Ks Ts
Ks Js Jh Jd Ts,Three of a Kind,56.52,Ks Ts,69.77,13.25,39.17,5.04,Discard Ks Ts
Qc Jh Jd Jc Tc,Three of a Kind,56.52,Qc Tc,69.77,13.25,39.17,5.04,Discard Qc Tc
Qc Js Jd Jc Tc,Three of a Kind,56.52,Qc Tc,69.77,13.25,39.17,5.04,Discard Qc Tc
Qc Js Jh Jc Tc,Three of a Kind,56.52,Qc Tc,69.77,13.25,39.17,5.04,Discard Qc Tc
Qd Jh Jd Jc Td,Three of a Kind,56.52,Qd Td,69.77,13.25,39.17,5.04,Discard Qd Td
Qd Js Jd Jc Td,Three of a Kind,56.52,Qd Td,69.77,13.25,39.17,5.04,Discard Qd Td
Qd Js Jh Jd Td,Three of a Kind,56.52,Qd Td,69.77,13.25,39.17,5.04,Discard Qd Td
Qh Jh Jd Jc Th,Three of a Kind,56.52,Qh Th,69.77,13.25,39.17,5.04,Discard Qh Th
Qh Js Jh Jc Th,Three of a Kind,56.52,Qh Th,69.77,13.25,39.17,5.04,Discard Qh Th
Qh Js Jh Jd Th,Three of a Kind,56.52,Qh Th,69.77,13.25,39.17,5.04,Discard Qh Th
Qs Js Jd Jc Ts,Three of a Kind,56.52,Qs Ts,69.77,13.25,39.17,5.04,Discard Qs Ts
Qs Js Jh Jc Ts,Three of a Kind,56.52,Qs Ts,69.77,13.25,39.17,5.04,Discard Qs Ts
Qs Js Jh Jd Ts,Three of a Kind,56.52,Qs Ts,69.77,13.25,39.17,5.04,Discard Qs Ts
Ac Jd Ts Th Tc,Three of a Kind,51.85,Ac Jd,66.75,14.89,39.17,7.96,Discard Ac Jd
Ac Jd Ts Th Td,Three of a Kind,51.85,Ac Jd,66.75,14.89,39.17,7.96,Discard Ac Jd
Ac Jh Ts Td Tc,Three of a Kind,51.85,Ac Jh,66.75,14.89,39.17,7.96,Discard Ac Jh
Ac Jh Ts Th Td,Three of a Kind,51.85,Ac Jh,66.75,14.89,39.17,7.96,Discard Ac Jh
Ac Js Th Td Tc,Three of a Kind,51.85,Ac Js,66.75,14.89,39.17,7.96,Discard Ac Js
Ac Js Ts Th Td,Three of a Kind,51.85,Ac Js,66.75,14.89,39.17,7.96,Discard Ac Js
Ac Kd Ts Th Tc,Three of a Kind,51.85,Ac Kd,66.75,14.89,39.17,7.96,Discard Ac Kd
Ac Kd Ts Th Td,Three of a Kind,51.85,Ac Kd,66.75,14.89,39.17,7.96,Discard Ac Kd
Ac Kh Ts Td Tc,Three of a Kind,51.85,Ac Kh,66.75,14.89,39.17,7.96,Discard Ac Kh
Ac Kh Ts Th Td,Three of a Kind,51.85,Ac Kh,66.75,14.89,39.17,7.96,Discard Ac Kh
Ac Ks Th Td Tc,Three of a Kind,51.85,Ac Ks,66.75,14.89,39.17,7.96,Discard Ac Ks
Ac Ks Ts Th Td,Three of a Kind,51.85,Ac Ks,66.75,14.89,39.17,7.96,Discard Ac Ks
Ac Qd Ts Th Tc,Three of a Kind,51.85,Ac Qd,66.75,14.89,39.17,7.96,Discard Ac Qd
Ac Qd Ts Th Td,Three of a Kind,51.85,Ac Qd,66.75,14.89,39.17,7.96,Discard Ac Qd
Ac Qh Ts Td Tc,Three of a Kind,51.85,Ac Qh,66.75,14.89,39.17,7.96,Discard Ac Qh
Ac Qh Ts Th Td,Three of a Kind,51.85,Ac Qh,66.75,14.89,39.17,7.96,Discard Ac Qh
Ac Qs Th Td Tc,Three of a Kind,51.85,Ac Qs,66.75,14.89,39.17,7.96,Discard Ac Qs
Ac Qs Ts Th Td,Three of a Kind,51.85,Ac Qs,66.75,14.89,39.17,7.96,Discard Ac Qs
Ad Jc Ts Th Tc,Three of a Kind,51.85,Ad Jc,66.75,14.89,39.17,7.96,Discard Ad Jc
Ad Jc Ts Th Td,Three of a Kind,51.85,Ad Jc,66.75,14.89,39.17,7.96,Discard Ad Jc
Ad Jh Ts Td Tc,Three of a Kind,51.85,Ad Jh,66.75,14.89,39.17,7.96,Discard Ad Jh
Ad Jh Ts Th Tc,Three of a Kind,51.85,Ad Jh,66.75,14.89,39.17,7.96,Discard Ad Jh
Ad Js Th Td Tc,Three of a Kind,51.85,Ad Js,66.75,14.89,39.17,7.96,Discard Ad Js
Ad Js Ts Th Tc,Three of a Kind,51.85,Ad Js,66.75,14.89,39.17,7.96,Discard Ad Js
Ad Kc Ts Th Tc,Three of a Kind,51.85,Ad Kc,66.75,14.89,39.17,7.96,Discard Ad Kc
Ad Kc Ts Th Td,Three of a Kind,51.85,Ad Kc,66.75,14.89,39.17,7.96,Discard Ad Kc
Ad Kh Ts Td Tc,Three of a Kind,51.85,Ad Kh,66.75,14.89,39.17,7.96,Discard Ad Kh
Ad Kh Ts Th Tc,Three of a Kind,51.85,Ad Kh,66.75,14.89,39.17,7.96,Discard Ad Kh
Ad Ks Th Td Tc,Three of a Kind,51.85,Ad Ks,66.75,14.89,39.17,7.96,Discard Ad Ks
Ad Ks Ts Th Tc,Three of a Kind,51.85,Ad Ks,66.75,14.89,39.17,7.96,Discard Ad Ks
Ad Qc Ts Th Tc,Three of a Kind,51.85,Ad Qc,66.75,14.89,39.17,7.96,Discard Ad Qc
Ad Qc Ts Th Td,Three of a Kind,51.85,Ad Qc,66.75,14.89,39.17,7.96,Discard Ad Qc
Ad Qh Ts Td Tc,Three of a Kind,51.85,Ad Qh,66.75,14.89,39.17,7.96,Discard Ad Qh
Ad Qh Ts Th Tc,Three of a Kind,51.85,Ad Qh,66.75,14.89,39.17,7.96,Discard Ad Qh
Ad Qs Th Td Tc,Three of a Kind,51.85,Ad Qs,66.75,14.89,39.17,7.96,Discard Ad Qs
Ad Qs Ts Th Tc,Three of a Kind,51.85,Ad Qs,66.75,14.89,39.17,7.96,Discard Ad Qs
Ah Jc Ts Td Tc,Three of a Kind,51.85,Ah Jc,66.75,14.89,39.17,7.96,Discard Ah Jc
Ah Jc Ts Th Td,Three of a Kind,51.85,Ah Jc,66.75,14.89,39.17,7.96,Discard Ah Jc
Ah Jd Ts Td Tc,Three of a Kind,51.85,Ah Jd,66.75,14.89,39.17,7.96,Discard Ah Jd
Ah Jd Ts Th Tc,Three of a Kind,51.85,Ah Jd,66.75,14.89,39.17,7.96,Discard Ah Jd
Ah Js Th Td Tc,Three of a Kind,51.85,Ah Js,66.75,14.89,39.17,7.96,Discard Ah Js
Ah Js Ts Td Tc,Three of a Kind,51.85,Ah Js,66.75,14.89,39.17,7.96,Discard Ah Js
Ah Kc Ts Td Tc,Three of a Kind,51.85,Ah Kc,66.75,14.89,39.17,7.96,Discard Ah Kc
Ah Kc Ts Th Td,Three of a Kind,51.85,Ah Kc,66.75,14.89,39.17,7.96,Discard Ah Kc
Ah Kd Ts Td Tc,Three of a Kind,51.85,Ah Kd,66.75,14.89,39.17,7.96,Discard Ah Kd
Ah Kd Ts Th Tc,Three of a Kind,51.85,Ah Kd,66.75,14.89,39.17,7.96,Discard Ah Kd
Ah Ks Th Td Tc,Three of a Kind,51.85,Ah Ks,66.75,14.89,39.17,7.96,Discard Ah Ks
Ah Ks Ts Td Tc,Three of a Kind,51.85,Ah Ks,66.75,14.89,39.17,7.96,Discard Ah Ks
Ah Qc Ts Td Tc,Three of a Kind,51.85,Ah Qc,66.75,14.89,39.17,7.96,Discard Ah Qc
Ah Qc Ts Th Td,Three of a Kind,51.85,Ah Qc,66.75,14.89,39.17,7.96,Discard Ah Qc
Ah Qd Ts Td Tc,Three of a Kind,51.85,Ah Qd,66.75,14.89,39.17,7.96,Discard Ah Qd
Ah Qd Ts Th Tc,Three of a Kind,51.85,Ah Qd,66.75,14.89,39.17,7.96,Discard Ah Qd
Ah Qs Th Td Tc,Three of a Kind,51.85,Ah Qs,66.75,14.89,39.17,7.96,Discard Ah Qs
Ah Qs Ts Td Tc,Three of a Kind,51.85,Ah Qs,66.75,14.89,39.17,7.96,Discard Ah Qs
As Jc Th Td Tc,Three of a Kind,51.85,As Jc,66.75,14.89,39.17,7.96,Discard As Jc
As Jc Ts Th Td,Three of a Kind,51.85,As Jc,66.75,14.89,39.17,7.96,Discard As Jc
As Jd Th Td Tc,Three of a Kind,51.85,As Jd,66.75,14.89,39.17,7.96,Discard As Jd
As Jd Ts Th Tc,Three of a Kind,51.85,As Jd,66.75,14.89,39.17,7.96,Discard As Jd
As Jh Th Td Tc,Three of a Kind,51.85,As Jh,66.75,14.89,39.17,7.96,Discard As Jh
As Jh Ts Td Tc,Three of a Kind,51.85,As Jh,66.75,14.89,39.17,7.96,Discard As Jh
As Kc Th Td Tc,Three of a Kind,51.85,As Kc,66.75,14.89,39.17,7.96,Discard As Kc
As Kc Ts Th Td,Three of a Kind,51.85,As Kc,66.75,14.89,39.17,7.96,Discard As Kc
As Kd Th Td Tc,Three of a Kind,51.85,As Kd,66.75,14.89,39.17,7.96,Discard As Kd
As Kd Ts Th Tc,Three of a Kind,51.85,As Kd,66.75,14.89,39.17,7.96,Discard As Kd
As Kh Th Td Tc,Three of a Kind,51.85,As Kh,66.75,14.89,39.17,7.96,Discard As Kh
As Kh Ts Td Tc,Three of a Kind,51.85,As Kh,66.75,14.89,39.17,7.96,Discard As Kh
As Qc Th Td Tc,Three of a Kind,51.85,As Qc,66.75,14.89,39.17,7.96,Discard As Qc
As Qc Ts Th Td,Three of a Kind,51.85,As Qc,66.75,14.89,39.17,7.96,Discard As Qc
As Qd Th Td Tc,Three of a Kind,51.85,As Qd,66.75,14.89,39.17,7.96,Discard As Qd
As Qd Ts Th Tc,Three of a Kind,51.85,As Qd,66.75,14.89,39.17,7.96,Discard As Qd
As Qh Th Td Tc,Three of a Kind,51.85,As Qh,66.75,14.89,39.17,7.96,Discard As Qh
As Qh Ts Td Tc,Three of a Kind,51.85,As Qh,66.75,14.89,39.17,7.96,Discard As Qh
Kc Jd Ts Th Tc,Three of a Kind,51.85,Kc Jd,66.75,14.89,39.17,7.96,Discard Kc Jd
Kc Jd Ts Th Td,Three of a Kind,51.85,Kc Jd,66.75,14.89,39.17,7.96,Discard Kc Jd
Kc Jh Ts Td Tc,Three of a Kind,51.85,Kc Jh,66.75,14.89,39.17,7.96,Discard Kc Jh
Kc Jh Ts Th Td,Three of a Kind,51.85,Kc Jh,66.75,14.89,39.17,7.96,Discard Kc Jh
Kc Js Th Td Tc,Three of a Kind,51.85,Kc Js,66.75,14.89,39.17,7.96,Discard Kc Js
Kc Js Ts Th Td,Three of a Kind,51.85,Kc Js,66.75,14.89,39.17,7.96,Discard Kc Js
Kc Qd Ts Th Tc,Three of a Kind,51.85,Kc Qd,66.75,14.89,39.17,7.96,Discard Kc Qd
Kc Qd Ts Th Td,Three of a Kind,51.85,Kc Qd,66.75,14.89,39.17,7.96,Discard Kc Qd
Kc Qh Ts Td Tc,Three of a Kind,51.85,Kc Qh,66.75,14.89,39.17,7.96,Discard Kc Qh
Kc Qh Ts Th Td,Three of a Kind,51.85,Kc Qh,66.75,14.89,39.17,7.96,Discard Kc Qh
Kc Qs Th Td Tc,Three of a Kind,51.85,Kc Qs,66.75,14.89,39.17,7.96,Discard Kc Qs
Kc Qs Ts Th Td,Three of a Kind,51.85,Kc Qs,66.75,14.89,39.17,7.96,Discard Kc Qs
Kd Jc Ts Th Tc,Three of a Kind,51.85,Kd Jc,66.75,14.89,39.17,7.96,Discard Kd Jc
Kd Jc Ts Th Td,Three of a Kind,51.85,Kd Jc,66.75,14.89,39.17,7.96,Discard Kd Jc
Kd Jh Ts Td Tc,Three of a Kind,51.85,Kd Jh,66.75,14.89,39.17,7.96,Discard Kd Jh
Kd Jh Ts Th Tc,Three of a Kind,51.85,Kd Jh,66.75,14.89,39.17,7.96,Discard Kd Jh
